,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life
0,Calumet Beach,2018-04-07 00:30:00,21.7,3.15,0.389,3.0,0.0
1,Ohio Street Beach,2019-06-14 19:00:00,16.0,2.18,0.137,3.0,11.8
2,Ohio Street Beach,2018-05-16 13:00:00,21.7,1.92,0.023,1.0,10.3
3,Ohio Street Beach,2018-05-16 14:00:00,21.9,1.81,0.026,6.0,10.3
4,Ohio Street Beach,2018-06-04 09:00:00,23.0,0.03,0.021,8.0,12.4
5,Ohio Street Beach,2018-06-04 10:00:00,17.6,3.09,0.159,4.0,12.6
6,Ohio Street Beach,2018-06-04 12:00:00,19.3,2.96,0.157,4.0,12.5
7,Ohio Street Beach,2018-06-04 13:00:00,19.6,2.81,0.167,4.0,12.5
8,Ohio Street Beach,2018-06-04 15:00:00,18.2,3.06,0.149,4.0,12.5
9,Ohio Street Beach,2018-06-04 16:00:00,18.6,3.07,0.159,4.0,12.4
10,Ohio Street Beach,2018-06-04 17:00:00,18.2,2.96,0.139,4.0,12.4
11,Ohio Street Beach,2018-06-04 18:00:00,18.4,2.83,0.145,4.0,12.4
12,Ohio Street Beach,2018-06-04 19:00:00,18.4,2.77,0.147,4.0,12.4
13,Ohio Street Beach,2018-06-04 20:00:00,18.4,2.65,0.152,4.0,12.3
14,Ohio Street Beach,2018-06-04 21:00:00,18.2,2.58,0.116,3.0,12.3
15,Ohio Street Beach,2018-06-04 23:00:00,18.1,2.87,0.097,3.0,12.3
16,Ohio Street Beach,2018-06-05 00:00:00,18.0,2.83,0.09,5.0,12.3
17,Ohio Street Beach,2018-06-05 01:00:00,17.9,2.66,0.106,4.0,12.3
18,Ohio Street Beach,2018-06-05 02:00:00,17.8,2.46,0.086,4.0,12.2
19,Ohio Street Beach,2018-06-05 03:00:00,17.6,2.47,0.093,5.0,12.2
20,Ohio Street Beach,2018-06-05 04:00:00,17.5,2.55,0.089,4.0,12.2
21,Ohio Street Beach,2018-06-05 05:00:00,17.5,2.46,0.088,4.0,12.2
22,Ohio Street Beach,2018-06-05 06:00:00,17.5,2.55,0.096,4.0,12.2
23,Ohio Street Beach,2018-06-05 07:00:00,17.5,2.43,0.091,4.0,12.2
24,Ohio Street Beach,2018-06-05 08:00:00,17.5,2.39,0.183,2.0,12.2
25,Ohio Street Beach,2018-06-05 09:00:00,17.5,2.37,0.283,3.0,12.1
26,Ohio Street Beach,2018-06-05 10:00:00,17.6,2.56,0.298,3.0,12.1
27,Ohio Street Beach,2018-06-05 11:00:00,17.7,2.97,0.321,4.0,12.1
28,Ohio Street Beach,2018-06-05 12:00:00,17.5,3.16,0.315,4.0,12.1
29,Ohio Street Beach,2018-06-05 13:00:00,17.5,3.58,0.372,4.0,12.1
30,Ohio Street Beach,2018-06-05 14:00:00,17.5,4.44,0.299,4.0,12.1
31,Ohio Street Beach,2018-06-05 15:00:00,18.0,6.14,0.33,5.0,12.1
32,Ohio Street Beach,2018-06-05 16:00:00,17.5,5.21,0.31,5.0,12.1
33,Ohio Street Beach,2018-06-05 17:00:00,17.5,4.32,0.289,5.0,12.0
34,Ohio Street Beach,2018-06-05 18:00:00,17.3,5.34,0.306,5.0,12.0
35,Ohio Street Beach,2018-06-05 19:00:00,16.9,5.73,0.38,5.0,12.0
36,Ohio Street Beach,2018-06-05 20:00:00,16.4,6.53,0.333,4.0,12.0
37,Ohio Street Beach,2018-06-05 21:00:00,16.3,6.18,0.301,4.0,12.0
38,Ohio Street Beach,2018-06-05 22:00:00,16.3,5.88,0.278,5.0,12.0
39,Ohio Street Beach,2018-06-05 23:00:00,16.3,5.69,0.287,6.0,12.0
40,Ohio Street Beach,2018-06-06 00:00:00,16.1,5.85,0.282,4.0,12.0
41,Ohio Street Beach,2018-06-06 01:00:00,16.1,5.63,0.263,5.0,12.0
42,Ohio Street Beach,2018-06-06 02:00:00,15.9,5.66,0.285,5.0,12.0
43,Ohio Street Beach,2018-06-06 03:00:00,15.9,5.51,0.255,4.0,11.9
44,Ohio Street Beach,2018-06-06 04:00:00,15.8,4.99,0.247,5.0,11.9
45,Ohio Street Beach,2018-06-04 22:00:00,18.2,2.66,0.116,4.0,12.3
46,Ohio Street Beach,2018-06-06 05:00:00,15.8,4.7,0.229,5.0,11.9
47,Ohio Street Beach,2019-06-14 20:00:00,16.0,2.35,0.134,3.0,11.8
48,Ohio Street Beach,2019-06-15 03:00:00,15.5,1.65,0.108,3.0,11.7
49,Ohio Street Beach,2018-06-06 06:00:00,15.8,4.44,0.217,5.0,11.9
50,Ohio Street Beach,2018-06-06 07:00:00,15.8,4.25,0.219,5.0,11.9
51,Ohio Street Beach,2018-06-06 08:00:00,16.0,3.2,0.214,5.0,11.9
52,Ohio Street Beach,2018-06-06 09:00:00,16.2,3.08,0.191,4.0,11.9
53,Ohio Street Beach,2018-06-06 10:00:00,16.6,3.61,0.193,3.0,11.9
54,Ohio Street Beach,2018-06-06 11:00:00,17.1,3.55,0.185,4.0,11.9
55,Ohio Street Beach,2018-06-06 12:00:00,17.4,3.76,0.185,4.0,11.9
56,Ohio Street Beach,2018-06-06 13:00:00,17.0,3.4,0.176,4.0,11.9
57,Ohio Street Beach,2018-06-06 14:00:00,16.6,3.25,0.173,4.0,11.9
58,Ohio Street Beach,2018-06-06 15:00:00,16.8,3.24,0.184,3.0,11.9
59,Ohio Street Beach,2018-06-06 16:00:00,16.8,3.24,0.169,4.0,11.9
60,Ohio Street Beach,2018-06-06 17:00:00,16.7,3.33,0.17,4.0,11.8
61,Ohio Street Beach,2018-06-06 18:00:00,16.8,3.2,0.164,4.0,11.8
62,Ohio Street Beach,2018-06-06 19:00:00,16.4,3.1,0.185,4.0,11.8
63,Ohio Street Beach,2018-06-06 20:00:00,16.4,3.02,0.161,4.0,11.8
64,Ohio Street Beach,2018-06-06 23:00:00,16.2,2.82,0.133,3.0,11.8
65,Ohio Street Beach,2018-06-07 00:00:00,16.3,2.73,0.129,3.0,11.8
66,Ohio Street Beach,2018-06-07 01:00:00,16.3,2.61,0.119,3.0,11.8
67,Ohio Street Beach,2018-06-07 02:00:00,16.3,2.43,0.122,4.0,11.8
68,Ohio Street Beach,2018-06-07 03:00:00,16.3,2.42,0.111,3.0,11.8
69,Ohio Street Beach,2018-06-07 04:00:00,16.3,2.53,0.114,4.0,11.8
70,Ohio Street Beach,2018-06-07 05:00:00,16.3,2.37,0.127,4.0,11.8
71,Ohio Street Beach,2018-06-07 06:00:00,16.3,2.32,0.126,4.0,11.8
72,Ohio Street Beach,2018-06-07 07:00:00,16.3,2.31,0.175,4.0,11.8
73,Ohio Street Beach,2018-06-07 08:00:00,16.4,2.22,0.154,2.0,11.8
74,Ohio Street Beach,2018-06-07 09:00:00,16.5,2.24,0.12,4.0,11.8
75,Ohio Street Beach,2018-06-07 10:00:00,16.8,2.13,0.14,4.0,11.8
76,Ohio Street Beach,2018-06-07 11:00:00,17.0,2.14,0.119,4.0,11.7
77,Ohio Street Beach,2018-06-07 12:00:00,17.4,2.0,0.125,3.0,11.7
78,Ohio Street Beach,2018-06-07 13:00:00,18.1,1.78,0.121,4.0,11.7
79,Ohio Street Beach,2018-06-07 14:00:00,18.3,1.84,0.143,4.0,11.7
80,Ohio Street Beach,2018-06-07 15:00:00,18.5,1.8,0.104,3.0,11.7
81,Ohio Street Beach,2018-06-07 16:00:00,18.9,1.77,0.176,2.0,11.7
82,Ohio Street Beach,2018-06-07 17:00:00,18.0,1.88,0.227,3.0,11.7
83,Ohio Street Beach,2018-06-07 18:00:00,18.0,1.87,0.208,3.0,11.7
84,Ohio Street Beach,2018-06-07 19:00:00,18.5,1.9,0.221,3.0,11.7
85,Ohio Street Beach,2018-06-07 20:00:00,18.6,1.94,0.191,3.0,11.7
86,Ohio Street Beach,2018-06-07 21:00:00,17.8,1.8,0.226,3.0,11.7
87,Ohio Street Beach,2018-06-07 22:00:00,17.7,1.78,0.225,4.0,11.7
88,Ohio Street Beach,2018-06-07 23:00:00,17.5,1.75,0.226,3.0,11.7
89,Ohio Street Beach,2018-06-08 00:00:00,17.4,1.74,0.233,4.0,11.7
90,Ohio Street Beach,2018-06-08 01:00:00,17.3,1.69,0.252,4.0,11.7
91,Ohio Street Beach,2018-06-08 02:00:00,17.2,1.87,0.251,4.0,11.7
92,Ohio Street Beach,2018-06-08 03:00:00,17.1,1.84,0.234,4.0,11.7
93,Ohio Street Beach,2018-06-08 04:00:00,17.0,1.92,0.274,4.0,11.7
94,Ohio Street Beach,2018-06-06 21:00:00,16.3,3.05,0.167,4.0,11.8
95,Ohio Street Beach,2018-06-08 05:00:00,16.9,1.87,0.271,4.0,11.7
96,Ohio Street Beach,2019-06-14 21:00:00,15.9,2.06,0.116,3.0,11.8
97,Ohio Street Beach,2019-06-15 04:00:00,15.5,1.71,0.113,3.0,11.7
98,Ohio Street Beach,2019-06-15 06:00:00,15.4,1.56,0.101,3.0,11.7
99,Ohio Street Beach,2019-06-15 08:00:00,15.5,1.66,0.099,3.0,11.7
100,Ohio Street Beach,2019-06-15 12:00:00,15.9,1.75,0.12,3.0,11.7
101,Ohio Street Beach,2019-06-15 13:00:00,15.7,1.41,0.15,3.0,11.7
102,Ohio Street Beach,2019-06-15 14:00:00,15.7,1.34,0.103,4.0,11.7
103,Ohio Street Beach,2019-06-15 20:00:00,15.5,1.21,0.124,2.0,11.7
104,Ohio Street Beach,2019-06-16 08:00:00,15.4,1.25,0.172,4.0,11.6
105,Ohio Street Beach,2019-06-16 09:00:00,15.4,1.38,0.168,3.0,11.6
106,Ohio Street Beach,2019-06-16 11:00:00,15.4,1.26,0.237,4.0,11.5
107,Ohio Street Beach,2019-06-16 14:00:00,15.4,2.33,0.273,4.0,11.4
108,Ohio Street Beach,2019-06-16 15:00:00,15.4,2.13,0.251,4.0,11.4
109,Ohio Street Beach,2019-06-16 16:00:00,15.5,2.98,0.292,4.0,11.4
110,Ohio Street Beach,2019-06-16 19:00:00,15.4,2.54,0.275,4.0,11.5
111,Ohio Street Beach,2019-06-16 21:00:00,15.3,2.13,0.24,4.0,11.5
112,Ohio Street Beach,2017-08-05 00:00:00,22.6,2.13,0.187,3.0,11.0
113,Ohio Street Beach,2017-08-06 03:00:00,22.4,2.62,0.187,3.0,11.0
114,Ohio Street Beach,2017-08-06 04:00:00,22.4,2.58,0.187,3.0,11.0
115,Ohio Street Beach,2017-08-06 05:00:00,22.3,2.5,0.187,3.0,11.0
116,Ohio Street Beach,2017-08-06 06:00:00,22.3,2.4,0.187,3.0,11.0
117,Ohio Street Beach,2017-08-06 07:00:00,22.3,2.54,0.187,3.0,11.0
118,Ohio Street Beach,2017-08-06 08:00:00,22.2,2.35,0.187,3.0,10.9
119,Ohio Street Beach,2017-08-06 09:00:00,22.3,2.4,0.187,3.0,10.9
120,Ohio Street Beach,2017-08-06 10:00:00,22.4,2.23,0.187,3.0,10.9
121,Ohio Street Beach,2017-08-06 11:00:00,22.7,2.04,0.187,3.0,10.9
122,Ohio Street Beach,2017-08-06 12:00:00,22.8,2.3,0.187,3.0,10.9
123,Ohio Street Beach,2017-08-06 13:00:00,22.6,2.3,0.187,3.0,10.9
124,Ohio Street Beach,2017-08-06 14:00:00,22.5,2.31,0.187,3.0,10.9
125,Ohio Street Beach,2017-08-06 15:00:00,22.6,2.21,0.187,3.0,10.9
126,Ohio Street Beach,2017-08-06 16:00:00,22.9,2.46,0.187,3.0,10.9
127,Ohio Street Beach,2017-08-06 17:00:00,22.8,2.55,0.187,3.0,10.9
128,Ohio Street Beach,2017-08-06 18:00:00,22.7,2.47,0.187,3.0,10.9
129,Ohio Street Beach,2017-08-06 19:00:00,22.5,2.2,0.187,3.0,10.9
130,Ohio Street Beach,2017-08-06 20:00:00,22.4,2.37,0.187,3.0,10.9
131,Ohio Street Beach,2017-08-06 21:00:00,22.3,1.96,0.187,3.0,10.9
132,Ohio Street Beach,2017-08-06 22:00:00,22.2,1.87,0.187,3.0,10.9
133,Ohio Street Beach,2017-08-06 23:00:00,22.2,1.87,0.187,3.0,10.9
134,Ohio Street Beach,2017-08-06 00:00:00,22.7,3.27,0.187,3.0,11.0
135,Ohio Street Beach,2017-08-07 01:00:00,22.1,1.9,0.187,3.0,10.9
136,Ohio Street Beach,2017-08-07 02:00:00,22.1,1.93,0.187,3.0,10.9
137,Ohio Street Beach,2017-08-07 03:00:00,22.0,1.91,0.187,3.0,10.9
138,Ohio Street Beach,2017-08-07 04:00:00,21.9,1.85,0.187,3.0,10.9
139,Ohio Street Beach,2018-06-06 22:00:00,16.3,3.02,0.161,4.0,11.8
140,Ohio Street Beach,2018-06-08 06:00:00,16.8,1.87,0.246,4.0,11.7
141,Ohio Street Beach,2018-06-08 07:00:00,16.7,1.9,0.24,4.0,11.7
142,Ohio Street Beach,2018-06-08 08:00:00,16.7,2.04,0.248,4.0,11.7
143,Ohio Street Beach,2018-06-08 09:00:00,16.5,2.11,0.26,4.0,11.6
144,Ohio Street Beach,2018-06-08 10:00:00,16.5,1.97,0.211,4.0,11.6
145,Ohio Street Beach,2018-06-08 11:00:00,16.7,1.97,0.226,4.0,11.6
146,Ohio Street Beach,2018-06-08 12:00:00,16.7,1.91,0.29,3.0,11.6
147,Ohio Street Beach,2018-06-08 13:00:00,16.9,2.02,0.225,4.0,11.6
148,Ohio Street Beach,2018-06-08 14:00:00,16.9,2.03,0.255,3.0,11.6
149,Ohio Street Beach,2018-06-08 15:00:00,16.9,2.05,0.242,3.0,11.6
150,Ohio Street Beach,2018-06-08 16:00:00,16.9,1.92,0.237,4.0,11.6
151,Ohio Street Beach,2018-06-08 17:00:00,17.0,1.89,0.238,4.0,11.6
152,Ohio Street Beach,2018-06-08 18:00:00,17.3,1.92,0.222,4.0,11.6
153,Ohio Street Beach,2018-06-08 19:00:00,17.2,1.83,0.222,4.0,11.6
154,Ohio Street Beach,2018-06-08 20:00:00,17.1,1.86,0.208,4.0,11.6
155,Ohio Street Beach,2018-06-08 22:00:00,16.9,1.68,0.188,4.0,11.6
156,Ohio Street Beach,2018-06-08 23:00:00,16.9,1.78,0.192,4.0,11.6
157,Ohio Street Beach,2018-06-09 00:00:00,16.8,1.56,0.206,4.0,11.6
158,Ohio Street Beach,2018-06-09 01:00:00,16.9,1.85,0.189,4.0,11.6
159,Ohio Street Beach,2018-06-09 02:00:00,16.8,1.79,0.178,4.0,11.6
160,Ohio Street Beach,2018-06-09 03:00:00,16.8,1.93,0.199,3.0,11.6
161,Ohio Street Beach,2018-06-09 04:00:00,16.7,2.02,0.184,4.0,11.6
162,Ohio Street Beach,2018-06-09 05:00:00,16.6,1.59,0.176,4.0,11.6
163,Ohio Street Beach,2018-06-09 06:00:00,16.6,1.7,0.161,4.0,11.6
164,Ohio Street Beach,2018-06-09 07:00:00,16.6,1.57,0.167,4.0,11.6
165,Ohio Street Beach,2018-06-09 08:00:00,16.6,1.61,0.198,4.0,11.6
166,Ohio Street Beach,2018-06-09 09:00:00,16.6,1.7,0.175,4.0,11.5
167,Ohio Street Beach,2018-06-09 10:00:00,16.5,1.5,0.167,4.0,11.5
168,Ohio Street Beach,2018-06-09 11:00:00,16.6,1.43,0.181,4.0,11.5
169,Ohio Street Beach,2018-06-09 12:00:00,16.6,1.43,0.177,3.0,11.5
170,Ohio Street Beach,2018-06-09 13:00:00,16.8,1.36,0.185,4.0,11.5
171,Ohio Street Beach,2018-06-09 14:00:00,17.1,1.24,0.202,4.0,11.5
172,Ohio Street Beach,2018-06-09 15:00:00,17.4,1.29,0.205,4.0,11.5
173,Ohio Street Beach,2018-06-09 16:00:00,17.5,1.36,0.187,4.0,11.5
174,Ohio Street Beach,2018-06-09 17:00:00,17.4,1.26,0.212,4.0,11.5
175,Ohio Street Beach,2018-06-09 18:00:00,17.3,1.3,0.193,4.0,11.5
176,Ohio Street Beach,2018-06-09 19:00:00,17.3,1.46,0.187,4.0,11.5
177,Ohio Street Beach,2018-06-09 20:00:00,17.3,1.42,0.182,4.0,11.5
178,Ohio Street Beach,2018-06-09 21:00:00,17.2,1.44,0.196,4.0,11.5
179,Ohio Street Beach,2018-06-09 23:00:00,17.4,1.41,0.206,4.0,11.5
180,Ohio Street Beach,2018-06-10 00:00:00,17.3,1.43,0.191,4.0,11.5
181,Ohio Street Beach,2018-06-10 03:00:00,17.1,1.26,0.158,3.0,11.5
182,Ohio Street Beach,2018-06-10 04:00:00,16.9,1.24,0.155,3.0,11.5
183,Ohio Street Beach,2018-06-10 05:00:00,16.9,1.21,0.132,3.0,11.5
184,Ohio Street Beach,2018-06-08 21:00:00,17.2,1.9,0.196,4.0,11.6
185,Ohio Street Beach,2018-06-09 22:00:00,17.2,1.29,0.183,4.0,11.5
186,Ohio Street Beach,2018-06-10 06:00:00,17.0,1.28,0.124,4.0,11.5
187,Ohio Street Beach,2019-06-14 22:00:00,15.8,2.21,0.109,2.0,11.8
188,Ohio Street Beach,2019-06-15 05:00:00,15.4,1.66,0.113,3.0,11.7
189,Ohio Street Beach,2019-06-15 07:00:00,15.4,1.5,0.109,3.0,11.7
190,Ohio Street Beach,2019-06-15 09:00:00,15.6,1.61,0.102,2.0,11.7
191,Ohio Street Beach,2019-06-15 15:00:00,15.8,1.45,0.097,3.0,11.7
192,Ohio Street Beach,2019-06-15 21:00:00,15.5,1.16,0.218,3.0,11.6
193,Ohio Street Beach,2019-06-16 10:00:00,15.4,1.27,0.242,4.0,11.5
194,Ohio Street Beach,2019-06-16 12:00:00,15.5,1.69,0.263,4.0,11.5
195,Ohio Street Beach,2019-06-16 13:00:00,15.6,2.17,0.305,4.0,11.4
196,Ohio Street Beach,2019-06-16 17:00:00,15.4,2.11,0.274,4.0,11.4
197,Ohio Street Beach,2019-06-16 18:00:00,15.4,3.69,0.267,4.0,11.5
198,Ohio Street Beach,2019-06-16 20:00:00,15.4,2.22,0.271,3.0,11.5
199,Ohio Street Beach,2019-06-16 22:00:00,15.4,2.3,0.242,4.0,11.5
200,Ohio Street Beach,2019-06-17 02:00:00,15.2,2.04,0.229,3.0,11.5
201,Ohio Street Beach,2018-06-10 07:00:00,16.8,1.24,0.167,2.0,11.5
202,Ohio Street Beach,2018-06-10 08:00:00,16.7,1.15,0.165,3.0,11.5
203,Ohio Street Beach,2018-06-10 09:00:00,16.6,1.15,0.156,3.0,11.5
204,Ohio Street Beach,2018-06-10 11:00:00,16.7,1.04,0.19,3.0,11.5
205,Ohio Street Beach,2018-06-10 12:00:00,16.7,1.1,0.195,4.0,11.5
206,Ohio Street Beach,2018-06-10 13:00:00,16.7,1.13,0.207,4.0,11.5
207,Ohio Street Beach,2018-06-10 14:00:00,16.7,1.12,0.219,4.0,11.5
208,Ohio Street Beach,2018-06-10 15:00:00,16.7,1.66,0.228,4.0,11.4
209,Ohio Street Beach,2018-06-10 16:00:00,16.7,1.25,0.209,4.0,11.4
210,Ohio Street Beach,2018-06-10 17:00:00,16.7,1.13,0.198,4.0,11.4
211,Ohio Street Beach,2018-06-10 18:00:00,16.7,1.02,0.185,4.0,11.4
212,Ohio Street Beach,2018-06-10 19:00:00,16.7,1.14,0.234,4.0,11.4
213,Ohio Street Beach,2018-06-10 20:00:00,16.6,1.08,0.247,3.0,11.4
214,Ohio Street Beach,2018-06-10 21:00:00,16.6,1.03,0.204,3.0,11.4
215,Ohio Street Beach,2018-06-10 22:00:00,16.6,1.01,0.18,3.0,11.4
216,Ohio Street Beach,2018-06-10 23:00:00,16.6,1.14,0.18,4.0,11.4
217,Ohio Street Beach,2018-06-11 00:00:00,16.6,1.12,0.205,4.0,11.4
218,Ohio Street Beach,2018-06-11 01:00:00,16.6,1.11,0.202,4.0,11.4
219,Ohio Street Beach,2018-06-11 02:00:00,16.6,1.12,0.208,3.0,11.4
220,Ohio Street Beach,2018-06-11 03:00:00,16.5,1.11,0.197,4.0,11.4
221,Ohio Street Beach,2018-06-11 04:00:00,16.5,1.13,0.195,4.0,11.4
222,Ohio Street Beach,2018-06-11 05:00:00,16.5,1.15,0.21,4.0,11.4
223,Ohio Street Beach,2018-06-11 06:00:00,16.5,1.11,0.211,4.0,11.4
224,Ohio Street Beach,2018-06-11 07:00:00,16.4,1.05,0.218,4.0,11.4
225,Ohio Street Beach,2018-06-11 08:00:00,16.4,1.07,0.195,4.0,11.4
226,Ohio Street Beach,2018-06-11 09:00:00,16.4,1.08,0.192,4.0,11.4
227,Ohio Street Beach,2018-06-11 10:00:00,16.4,1.11,0.188,4.0,11.4
228,Ohio Street Beach,2018-06-11 11:00:00,16.4,0.99,0.188,4.0,11.4
229,Ohio Street Beach,2018-06-11 12:00:00,16.4,1.04,0.218,4.0,11.4
230,Ohio Street Beach,2018-06-11 13:00:00,16.4,1.02,0.247,4.0,11.4
231,Ohio Street Beach,2018-06-11 14:00:00,16.5,0.99,0.226,4.0,11.4
232,Ohio Street Beach,2018-06-11 15:00:00,16.8,1.24,0.207,4.0,11.4
233,Ohio Street Beach,2018-06-11 16:00:00,16.7,1.25,0.221,4.0,11.4
234,Ohio Street Beach,2018-06-11 18:00:00,16.6,1.24,0.193,4.0,11.3
235,Ohio Street Beach,2018-06-11 19:00:00,16.4,1.29,0.197,4.0,11.3
236,Ohio Street Beach,2018-06-11 20:00:00,16.5,1.13,0.191,4.0,11.3
237,Ohio Street Beach,2018-06-11 21:00:00,16.4,1.16,0.195,4.0,11.3
238,Ohio Street Beach,2018-06-11 23:00:00,16.2,1.09,0.205,4.0,11.3
239,Ohio Street Beach,2018-06-12 00:00:00,16.2,1.06,0.192,4.0,11.3
240,Ohio Street Beach,2018-06-12 01:00:00,16.2,1.03,0.191,4.0,11.3
241,Ohio Street Beach,2018-06-12 02:00:00,16.2,1.06,0.204,4.0,11.3
242,Ohio Street Beach,2018-06-12 03:00:00,16.2,1.04,0.17,4.0,11.3
243,Ohio Street Beach,2018-06-12 04:00:00,16.2,1.23,0.176,4.0,11.3
244,Ohio Street Beach,2018-06-12 05:00:00,16.2,1.12,0.175,4.0,11.3
245,Ohio Street Beach,2018-06-12 06:00:00,16.2,1.05,0.161,4.0,11.3
246,Ohio Street Beach,2018-06-11 22:00:00,16.3,1.11,0.212,4.0,11.3
247,Ohio Street Beach,2018-06-12 07:00:00,16.2,0.92,0.16,4.0,11.3
248,Ohio Street Beach,2019-06-14 23:00:00,15.7,2.06,0.1,5.0,11.8
249,Ohio Street Beach,2019-06-15 10:00:00,15.8,1.72,0.099,3.0,11.7
250,Ohio Street Beach,2019-06-15 16:00:00,16.0,1.45,0.114,4.0,11.7
251,Ohio Street Beach,2019-06-15 22:00:00,15.5,1.34,0.215,4.0,11.6
252,Ohio Street Beach,2019-06-16 23:00:00,15.2,2.51,0.244,4.0,11.5
253,Ohio Street Beach,2019-06-17 03:00:00,15.2,1.94,0.212,4.0,11.5
254,Ohio Street Beach,2019-06-17 04:00:00,15.2,1.89,0.219,4.0,11.5
255,Ohio Street Beach,2019-06-17 05:00:00,15.2,1.66,0.218,3.0,11.5
256,Ohio Street Beach,2019-06-17 08:00:00,15.2,1.5,0.219,4.0,11.4
257,Ohio Street Beach,2019-06-17 09:00:00,15.3,1.36,0.202,4.0,11.4
258,Ohio Street Beach,2019-06-17 12:00:00,15.6,1.31,0.199,3.0,11.4
259,Ohio Street Beach,2019-06-17 14:00:00,15.9,1.3,0.184,4.0,11.4
260,Ohio Street Beach,2019-06-17 15:00:00,15.9,1.26,0.18,3.0,11.4
261,Ohio Street Beach,2019-06-17 16:00:00,15.9,1.23,0.202,3.0,11.4
262,Ohio Street Beach,2019-06-17 18:00:00,16.1,1.12,0.156,3.0,11.4
263,Ohio Street Beach,2019-06-17 19:00:00,16.0,1.18,0.167,4.0,11.4
264,Ohio Street Beach,2019-06-17 21:00:00,15.9,1.17,0.16,3.0,11.4
265,Ohio Street Beach,2019-06-17 22:00:00,16.0,1.52,0.14,3.0,11.4
266,Ohio Street Beach,2019-06-18 00:00:00,15.9,1.25,0.122,3.0,11.4
267,Ohio Street Beach,2019-06-18 01:00:00,15.8,1.11,0.108,4.0,11.4
268,Ohio Street Beach,2019-06-18 03:00:00,15.7,1.1,0.114,3.0,11.4
269,Ohio Street Beach,2017-08-07 05:00:00,21.8,1.84,0.187,3.0,10.9
270,Ohio Street Beach,2017-08-07 06:00:00,21.7,1.78,0.187,3.0,10.9
271,Ohio Street Beach,2017-08-07 07:00:00,21.8,1.78,0.187,3.0,10.9
272,Ohio Street Beach,2017-08-07 09:00:00,21.9,1.66,0.187,3.0,10.9
273,Ohio Street Beach,2017-08-07 10:00:00,22.2,2.17,0.187,3.0,10.9
274,Ohio Street Beach,2017-08-07 11:00:00,22.2,2.2,0.187,3.0,10.9
275,Ohio Street Beach,2017-08-07 12:00:00,22.5,3.55,0.187,3.0,10.9
276,Ohio Street Beach,2017-08-07 13:00:00,22.8,3.73,0.187,3.0,10.9
277,Ohio Street Beach,2017-08-07 14:00:00,23.0,3.4,0.187,3.0,10.9
278,Ohio Street Beach,2017-08-07 15:00:00,23.2,3.35,0.187,3.0,10.9
279,Ohio Street Beach,2017-08-07 16:00:00,23.4,3.46,0.187,3.0,10.9
280,Ohio Street Beach,2017-08-07 17:00:00,23.3,4.19,0.187,3.0,10.9
281,Ohio Street Beach,2017-08-07 18:00:00,22.8,3.84,0.187,3.0,10.9
282,Ohio Street Beach,2017-08-07 19:00:00,22.5,3.08,0.187,3.0,10.9
283,Ohio Street Beach,2017-08-07 20:00:00,22.4,3.45,0.187,3.0,10.9
284,Ohio Street Beach,2017-08-07 21:00:00,22.3,3.23,0.187,3.0,10.9
285,Ohio Street Beach,2017-08-07 22:00:00,22.0,3.86,0.187,3.0,10.9
286,Ohio Street Beach,2017-08-07 23:00:00,21.9,3.14,0.187,3.0,10.9
287,Ohio Street Beach,2017-08-07 00:00:00,22.2,2.02,0.187,3.0,10.9
288,Ohio Street Beach,2017-08-08 01:00:00,21.8,2.75,0.187,3.0,10.8
289,Ohio Street Beach,2017-08-08 02:00:00,21.7,2.88,0.187,3.0,10.9
290,Ohio Street Beach,2017-08-08 03:00:00,21.7,2.29,0.187,3.0,10.8
291,Ohio Street Beach,2018-06-12 08:00:00,16.3,0.93,0.17,4.0,11.3
292,Ohio Street Beach,2018-06-12 09:00:00,16.3,1.1,0.151,4.0,11.3
293,Ohio Street Beach,2018-06-12 10:00:00,16.5,1.06,0.167,4.0,11.3
294,Ohio Street Beach,2018-06-12 11:00:00,16.9,1.31,0.166,3.0,11.3
295,Ohio Street Beach,2018-06-12 12:00:00,16.9,1.09,0.15,4.0,11.3
296,Ohio Street Beach,2018-06-12 13:00:00,16.5,0.99,0.143,4.0,11.3
297,Ohio Street Beach,2018-06-12 14:00:00,16.9,0.98,0.138,3.0,11.3
298,Ohio Street Beach,2018-06-12 15:00:00,17.6,0.79,0.14,4.0,11.3
299,Ohio Street Beach,2018-06-12 16:00:00,17.3,0.79,0.134,4.0,11.3
300,Ohio Street Beach,2018-06-12 17:00:00,17.4,0.74,0.127,4.0,11.3
301,Ohio Street Beach,2018-06-12 18:00:00,17.8,0.79,0.151,4.0,11.3
302,Ohio Street Beach,2018-06-12 19:00:00,17.9,0.88,0.128,3.0,11.3
303,Ohio Street Beach,2018-06-12 20:00:00,17.7,0.8,0.121,4.0,11.3
304,Ohio Street Beach,2018-06-12 21:00:00,17.8,0.77,0.122,4.0,11.3
305,Ohio Street Beach,2018-06-12 22:00:00,17.6,0.75,0.123,3.0,11.3
306,Ohio Street Beach,2018-06-12 23:00:00,17.5,0.8,0.111,4.0,11.3
307,Ohio Street Beach,2018-06-13 00:00:00,17.4,0.83,0.112,4.0,11.3
308,Ohio Street Beach,2018-06-13 01:00:00,17.3,0.85,0.1,7.0,11.3
309,Ohio Street Beach,2018-06-13 02:00:00,17.2,0.77,0.102,6.0,11.3
