,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life
35862,Osterman Beach,2015-08-31 13:00:00,17.5,0.45,0.096,2.0,10.6
35863,Osterman Beach,2015-08-31 14:00:00,18.2,0.44,0.095,2.0,10.6
35864,Osterman Beach,2015-08-31 15:00:00,17.8,0.4,0.115,3.0,10.6
35865,Osterman Beach,2015-08-31 16:00:00,17.5,0.32,0.122,10.0,10.6
35866,Osterman Beach,2015-08-31 17:00:00,16.9,0.34,0.115,6.0,10.6
35867,Osterman Beach,2015-08-31 18:00:00,16.4,0.32,0.114,2.0,10.6
35868,Osterman Beach,2015-08-31 19:00:00,16.3,0.34,0.101,6.0,10.6
35869,Osterman Beach,2015-08-31 20:00:00,16.1,0.27,0.105,3.0,10.6
35870,Osterman Beach,2015-08-31 21:00:00,15.6,0.27,0.114,2.0,10.6
35871,Osterman Beach,2015-08-31 22:00:00,15.8,0.25,0.123,2.0,10.6
35872,Osterman Beach,2015-08-31 23:00:00,16.4,0.28,0.117,2.0,10.6
35873,Osterman Beach,2015-08-31 00:00:00,15.2,0.57,0.168,3.0,10.6
35874,Osterman Beach,2015-09-01 01:00:00,16.4,0.24,0.134,2.0,10.6
35875,Osterman Beach,2015-09-01 02:00:00,15.7,0.36,0.133,2.0,10.6
35876,Osterman Beach,2015-09-01 03:00:00,15.1,0.39,0.117,2.0,10.6
35877,Osterman Beach,2015-09-01 04:00:00,15.2,0.45,0.106,5.0,10.6
35878,Osterman Beach,2015-09-01 05:00:00,14.6,0.44,0.095,2.0,10.6
35879,Osterman Beach,2015-09-01 06:00:00,14.1,0.28,0.099,7.0,10.6
35880,Osterman Beach,2015-09-01 07:00:00,14.1,0.27,0.093,2.0,10.6
35881,Osterman Beach,2015-09-01 08:00:00,14.1,0.26,0.091,2.0,10.6
35882,Osterman Beach,2015-09-01 09:00:00,14.2,0.23,0.098,5.0,10.6
35883,Osterman Beach,2015-09-01 10:00:00,14.7,0.24,0.121,5.0,10.6
35884,Osterman Beach,2015-09-01 11:00:00,15.5,0.17,0.101,2.0,10.6
35885,Osterman Beach,2015-09-01 12:00:00,14.6,0.2,0.11,2.0,10.6
35886,Osterman Beach,2015-09-01 13:00:00,14.4,0.21,0.146,2.0,10.6
35887,Osterman Beach,2015-09-01 14:00:00,14.9,0.26,0.139,2.0,10.6
35888,Osterman Beach,2015-09-01 15:00:00,15.3,0.22,0.17,2.0,10.6
35889,Osterman Beach,2015-09-01 16:00:00,15.5,0.25,0.135,4.0,10.6
35890,Osterman Beach,2015-09-01 17:00:00,15.2,0.32,0.142,3.0,10.6
35891,Osterman Beach,2015-09-01 18:00:00,15.2,0.26,0.128,2.0,10.6
35892,Osterman Beach,2015-09-01 19:00:00,14.8,0.27,0.131,3.0,10.6
35893,Osterman Beach,2015-09-01 00:00:00,16.4,0.25,0.146,3.0,10.6
35894,Osterman Beach,2015-09-02 07:00:00,13.9,0.2,0.077,9.0,10.6
35895,Osterman Beach,2015-09-02 08:00:00,14.1,0.16,0.071,4.0,10.6
35896,Osterman Beach,2015-09-02 13:00:00,15.8,0.31,0.077,5.0,10.6
35897,Osterman Beach,2015-09-04 10:00:00,17.7,0.13,0.232,4.0,10.0
35898,Osterman Beach,2015-09-04 12:00:00,19.1,0.14,0.252,3.0,12.8
35899,Osterman Beach,2015-09-04 13:00:00,19.6,0.14,0.246,3.0,12.8
35900,Osterman Beach,2015-09-04 14:00:00,19.9,0.16,0.239,3.0,12.8
35901,Osterman Beach,2015-09-04 15:00:00,20.2,0.15,0.224,2.0,12.8
35902,Osterman Beach,2015-09-04 16:00:00,20.6,0.12,0.214,4.0,12.7
35903,Osterman Beach,2015-09-04 17:00:00,20.7,0.11,0.202,4.0,12.7
35904,Osterman Beach,2015-09-04 18:00:00,20.7,0.15,0.224,3.0,12.7
35905,Osterman Beach,2015-09-04 19:00:00,20.7,0.16,0.24,4.0,12.7
35906,Osterman Beach,2015-09-04 20:00:00,20.6,0.16,0.223,3.0,12.6
35907,Osterman Beach,2015-09-04 21:00:00,20.9,0.17,0.218,3.0,12.6
35908,Osterman Beach,2015-09-04 22:00:00,21.0,0.23,0.212,3.0,12.6
35909,Osterman Beach,2015-09-04 23:00:00,20.9,0.17,0.209,4.0,12.6
35910,Osterman Beach,2015-09-05 01:00:00,20.7,0.16,0.19,3.0,12.5
35911,Osterman Beach,2015-09-05 02:00:00,20.7,0.18,0.184,3.0,12.5
35912,Osterman Beach,2015-09-05 03:00:00,20.7,0.2,0.177,3.0,12.5
35913,Osterman Beach,2015-09-05 04:00:00,20.6,0.2,0.182,3.0,12.5
35914,Osterman Beach,2015-09-05 05:00:00,20.6,0.19,0.187,10.0,12.5
35915,Osterman Beach,2015-09-05 06:00:00,20.5,0.25,0.171,3.0,12.5
35916,Osterman Beach,2015-09-05 07:00:00,20.5,0.3,0.172,4.0,12.4
35917,Osterman Beach,2015-09-05 08:00:00,20.5,0.36,0.165,2.0,12.4
35918,Osterman Beach,2015-09-05 09:00:00,20.4,0.34,0.158,3.0,12.4
35919,Osterman Beach,2015-09-05 10:00:00,20.4,0.39,0.171,3.0,12.4
35920,Osterman Beach,2015-09-05 11:00:00,19.8,0.31,0.199,3.0,12.4
35921,Osterman Beach,2015-09-05 12:00:00,19.3,0.32,0.256,3.0,12.4
35922,Osterman Beach,2015-09-05 13:00:00,19.1,0.47,0.242,4.0,12.4
35923,Osterman Beach,2015-09-05 14:00:00,19.1,0.44,0.228,3.0,12.4
35924,Osterman Beach,2015-09-05 15:00:00,17.3,0.6,0.241,3.0,12.3
35925,Osterman Beach,2015-09-05 16:00:00,16.4,0.6,0.209,3.0,12.3
35926,Osterman Beach,2015-09-05 17:00:00,16.5,0.54,0.185,3.0,12.3
35927,Osterman Beach,2015-09-05 18:00:00,16.3,0.55,0.185,7.0,12.3
35928,Osterman Beach,2015-09-05 19:00:00,16.0,0.61,0.178,3.0,12.3
35929,Osterman Beach,2015-09-05 20:00:00,15.8,0.7,0.14,4.0,12.3
35930,Osterman Beach,2015-09-05 21:00:00,15.6,0.61,0.122,4.0,12.3
35931,Osterman Beach,2015-09-05 22:00:00,15.0,0.63,0.123,4.0,12.3
35932,Osterman Beach,2015-09-05 23:00:00,15.0,0.55,0.12,4.0,12.3
35933,Osterman Beach,2015-09-05 00:00:00,20.8,0.18,0.191,3.0,12.6
35934,Osterman Beach,2015-09-06 02:00:00,14.5,0.41,0.163,2.0,12.2
35935,Osterman Beach,2015-09-06 03:00:00,14.5,0.48,0.144,2.0,12.2
35936,Osterman Beach,2015-09-06 04:00:00,14.5,0.41,0.141,2.0,12.2
35937,Osterman Beach,2015-09-06 05:00:00,14.3,0.43,0.128,3.0,12.2
35938,Osterman Beach,2015-09-06 06:00:00,14.2,0.42,0.144,2.0,12.2
35939,Osterman Beach,2015-09-06 07:00:00,14.2,0.45,0.145,3.0,12.2
35940,Osterman Beach,2015-09-06 08:00:00,14.5,0.39,0.144,2.0,12.2
35941,Osterman Beach,2015-09-06 09:00:00,14.5,0.42,0.129,2.0,12.1
35942,Osterman Beach,2015-09-06 10:00:00,14.9,0.51,0.129,2.0,12.1
35943,Osterman Beach,2015-09-06 11:00:00,14.9,0.39,0.129,2.0,12.1
35944,Osterman Beach,2015-09-06 12:00:00,15.1,0.65,0.142,4.0,12.1
35945,Osterman Beach,2015-09-06 13:00:00,14.8,0.38,0.139,2.0,12.1
35946,Osterman Beach,2015-09-06 14:00:00,14.9,0.47,0.164,3.0,12.1
35947,Osterman Beach,2015-09-06 15:00:00,15.1,0.58,0.167,2.0,12.1
35948,Osterman Beach,2015-09-06 16:00:00,14.1,0.39,0.165,3.0,12.1
35949,Osterman Beach,2015-09-06 17:00:00,14.2,0.44,0.149,3.0,12.1
35950,Osterman Beach,2015-09-06 18:00:00,13.8,0.44,0.168,4.0,12.1
35951,Osterman Beach,2015-09-06 19:00:00,13.6,0.41,0.167,3.0,12.1
35952,Osterman Beach,2015-09-06 20:00:00,13.4,0.3,0.136,5.0,12.1
35953,Osterman Beach,2015-09-06 21:00:00,13.5,0.41,0.124,2.0,12.1
35954,Osterman Beach,2015-09-06 22:00:00,13.4,0.27,0.12,3.0,12.1
35955,Osterman Beach,2015-09-06 23:00:00,13.5,0.32,0.115,3.0,12.0
35956,Osterman Beach,2015-09-06 00:00:00,14.9,0.46,0.145,2.0,12.2
35957,Osterman Beach,2015-09-07 01:00:00,13.5,0.25,0.147,7.0,12.0
35958,Osterman Beach,2015-09-07 02:00:00,13.0,0.27,0.137,3.0,12.0
35959,Osterman Beach,2015-09-07 03:00:00,13.0,0.28,0.149,3.0,12.0
35960,Osterman Beach,2015-09-07 04:00:00,13.1,0.37,0.138,3.0,12.0
35961,Osterman Beach,2015-09-07 05:00:00,13.3,0.47,0.145,2.0,12.0
35962,Osterman Beach,2015-09-07 06:00:00,13.1,0.28,0.145,2.0,12.0
35963,Osterman Beach,2015-09-07 07:00:00,13.2,0.22,0.119,2.0,12.0
35964,Osterman Beach,2015-09-07 08:00:00,13.1,0.25,0.118,2.0,12.0
35965,Osterman Beach,2015-09-07 09:00:00,13.2,0.2,0.131,2.0,12.0
35966,Osterman Beach,2015-09-07 10:00:00,14.0,0.31,0.111,3.0,12.0
35967,Osterman Beach,2015-09-07 11:00:00,13.7,0.23,0.141,4.0,12.0
35968,Osterman Beach,2015-09-07 12:00:00,14.1,0.16,0.119,4.0,12.0
35969,Osterman Beach,2015-09-07 13:00:00,14.2,0.12,0.138,4.0,11.9
35970,Osterman Beach,2015-09-07 14:00:00,14.9,0.26,0.125,5.0,11.9
35971,Osterman Beach,2015-09-07 15:00:00,15.4,0.33,0.157,3.0,11.9
35972,Osterman Beach,2015-09-07 16:00:00,14.7,0.57,0.16,5.0,11.9
35973,Osterman Beach,2015-09-07 17:00:00,15.0,0.62,0.117,6.0,11.9
35974,Osterman Beach,2015-09-07 18:00:00,14.2,0.29,0.119,6.0,11.9
35975,Osterman Beach,2015-09-07 19:00:00,14.4,0.22,0.115,6.0,11.9
35976,Osterman Beach,2015-09-07 20:00:00,14.4,0.25,0.116,3.0,11.9
35977,Osterman Beach,2015-09-07 21:00:00,14.6,0.26,0.124,5.0,11.9
35978,Osterman Beach,2015-09-07 22:00:00,14.9,0.15,0.108,10.0,11.9
35979,Osterman Beach,2015-09-07 23:00:00,14.7,0.12,0.092,9.0,11.9
35980,Osterman Beach,2015-09-07 00:00:00,13.6,0.26,0.131,3.0,12.0
35981,Osterman Beach,2015-09-08 01:00:00,14.6,0.28,0.091,6.0,11.9
35982,Osterman Beach,2015-09-08 02:00:00,14.3,0.25,0.089,6.0,11.9
35983,Osterman Beach,2015-09-08 03:00:00,14.3,0.29,0.085,6.0,11.9
35984,Osterman Beach,2015-09-08 04:00:00,14.3,0.29,0.093,4.0,11.9
35985,Osterman Beach,2015-09-08 05:00:00,14.8,0.14,0.094,2.0,11.8
35986,Osterman Beach,2015-09-08 06:00:00,14.8,0.29,0.131,2.0,11.8
35987,Osterman Beach,2015-09-08 07:00:00,14.0,0.2,0.215,2.0,11.8
35988,Osterman Beach,2015-09-08 08:00:00,13.6,0.26,0.22,3.0,11.8
35989,Osterman Beach,2015-09-08 09:00:00,13.5,0.31,0.198,3.0,11.8
35990,Osterman Beach,2015-09-08 10:00:00,13.4,0.29,0.183,3.0,11.8
35991,Osterman Beach,2015-09-08 11:00:00,13.6,0.51,0.185,3.0,11.8
35992,Osterman Beach,2015-09-08 12:00:00,13.7,0.35,0.163,3.0,11.8
35993,Osterman Beach,2015-09-08 13:00:00,13.5,1.49,0.13,3.0,11.8
35994,Osterman Beach,2015-09-08 14:00:00,13.9,0.49,0.118,3.0,11.8
35995,Osterman Beach,2015-09-08 15:00:00,13.6,0.37,0.128,3.0,11.8
35996,Osterman Beach,2015-09-08 16:00:00,13.7,0.35,0.146,3.0,11.8
35997,Osterman Beach,2015-09-08 17:00:00,14.0,0.26,0.137,2.0,11.8
35998,Osterman Beach,2015-09-08 18:00:00,13.9,0.27,0.165,3.0,11.8
35999,Osterman Beach,2015-09-08 19:00:00,14.0,0.36,0.161,3.0,11.8
36000,Osterman Beach,2015-09-08 20:00:00,13.9,0.51,0.152,4.0,11.8
36001,Osterman Beach,2015-09-08 21:00:00,13.8,0.28,0.138,3.0,11.8
36002,Osterman Beach,2015-09-08 22:00:00,13.7,0.34,0.134,3.0,11.8
36003,Osterman Beach,2015-09-08 23:00:00,14.0,0.48,0.122,3.0,11.7
36004,Osterman Beach,2015-09-08 00:00:00,14.7,0.21,0.106,3.0,11.9
36005,Osterman Beach,2015-09-09 01:00:00,13.6,0.32,0.131,6.0,11.7
36006,Osterman Beach,2015-09-09 02:00:00,13.8,0.31,0.125,6.0,11.7
36007,Osterman Beach,2015-09-09 03:00:00,13.8,0.27,0.142,3.0,11.7
36008,Osterman Beach,2015-09-09 04:00:00,13.8,0.35,0.163,3.0,11.7
36009,Osterman Beach,2015-09-09 05:00:00,13.8,0.73,0.167,3.0,11.7
36010,Osterman Beach,2015-09-09 06:00:00,13.7,0.43,0.172,3.0,11.7
36011,Osterman Beach,2015-09-09 07:00:00,13.7,0.32,0.185,4.0,11.7
36012,Osterman Beach,2015-09-09 08:00:00,13.6,0.27,0.206,4.0,11.7
36013,Osterman Beach,2015-09-09 09:00:00,13.7,0.26,0.212,4.0,11.7
36014,Osterman Beach,2015-09-09 10:00:00,13.8,0.56,0.282,4.0,11.7
36015,Osterman Beach,2015-09-09 11:00:00,13.9,0.87,0.332,5.0,11.7
36016,Osterman Beach,2015-09-09 12:00:00,14.1,1.42,0.336,5.0,11.7
36017,Osterman Beach,2015-09-09 13:00:00,14.3,1.85,0.328,5.0,11.7
36018,Osterman Beach,2015-09-09 14:00:00,14.5,2.4,0.31,5.0,11.7
36019,Osterman Beach,2015-09-09 15:00:00,14.6,2.34,0.322,5.0,11.7
36020,Osterman Beach,2015-09-09 16:00:00,16.8,0.34,0.304,5.0,11.7
36021,Osterman Beach,2015-09-09 17:00:00,17.2,0.42,0.305,5.0,11.7
36022,Osterman Beach,2015-09-09 18:00:00,17.9,0.31,0.295,5.0,11.7
36023,Osterman Beach,2015-09-09 19:00:00,18.1,0.37,0.28,4.0,11.7
36024,Osterman Beach,2015-09-09 20:00:00,18.1,0.52,0.255,4.0,11.7
36025,Osterman Beach,2015-09-09 21:00:00,19.1,0.31,0.243,5.0,11.7
36026,Osterman Beach,2015-09-09 22:00:00,20.1,0.13,0.229,4.0,11.7
36027,Osterman Beach,2015-09-09 23:00:00,19.7,0.28,0.214,5.0,11.7
36028,Osterman Beach,2015-09-09 00:00:00,13.6,0.3,0.123,3.0,11.7
36029,Osterman Beach,2015-09-10 01:00:00,19.3,0.35,0.214,5.0,11.7
36030,Osterman Beach,2015-09-10 02:00:00,19.5,0.27,0.185,5.0,11.7
36031,Osterman Beach,2015-09-10 03:00:00,19.3,0.24,0.19,5.0,11.7
36032,Osterman Beach,2015-09-10 04:00:00,19.1,0.38,0.167,4.0,11.6
36033,Osterman Beach,2015-09-10 05:00:00,18.8,0.4,0.164,4.0,11.6
36034,Osterman Beach,2015-09-10 06:00:00,18.7,0.34,0.16,4.0,11.6
36035,Osterman Beach,2015-09-10 07:00:00,18.5,0.41,0.169,4.0,11.6
36036,Osterman Beach,2015-09-10 08:00:00,18.6,0.47,0.169,2.0,11.6
36037,Osterman Beach,2015-09-10 09:00:00,18.8,0.31,0.167,4.0,11.6
36038,Osterman Beach,2015-09-10 00:00:00,19.5,0.38,0.215,5.0,11.7
36039,Rainbow Beach,2014-05-21 13:00:00,27.1,0.74,0.013,10.0,12.6
36040,Rainbow Beach,2014-06-12 14:00:00,17.8,3.45,0.153,4.0,12.3
36041,Rainbow Beach,2014-06-12 15:00:00,17.7,3.07,0.142,4.0,12.2
36042,Rainbow Beach,2014-06-12 16:00:00,17.8,2.8,0.13,4.0,12.0
36043,Rainbow Beach,2014-06-12 17:00:00,17.8,2.65,0.135,4.0,12.0
36044,Rainbow Beach,2014-06-12 18:00:00,17.7,2.6,0.126,4.0,11.9
36045,Rainbow Beach,2014-06-12 19:00:00,17.6,2.44,0.145,4.0,11.8
36046,Rainbow Beach,2014-06-12 20:00:00,17.5,2.31,0.139,4.0,11.8
36047,Rainbow Beach,2014-06-12 21:00:00,17.4,2.2,0.163,3.0,11.7
36048,Rainbow Beach,2014-06-12 22:00:00,17.2,2.27,0.189,3.0,11.9
36049,Rainbow Beach,2014-06-12 23:00:00,17.2,2.24,0.181,3.0,11.9
36050,Rainbow Beach,2014-06-13 01:00:00,16.9,2.21,0.206,3.0,11.9
36051,Rainbow Beach,2014-06-13 02:00:00,16.9,2.27,0.244,3.0,11.9
36052,Rainbow Beach,2014-06-13 03:00:00,16.8,2.52,0.224,3.0,11.9
36053,Rainbow Beach,2014-06-13 04:00:00,16.5,2.51,0.216,3.0,11.9
36054,Rainbow Beach,2014-06-13 05:00:00,16.5,2.52,0.207,3.0,11.9
36055,Rainbow Beach,2014-06-13 06:00:00,16.3,2.53,0.202,3.0,11.9
36056,Rainbow Beach,2014-06-13 08:00:00,16.3,2.53,0.244,3.0,11.9
36057,Rainbow Beach,2014-06-13 09:00:00,16.4,2.68,0.222,3.0,11.9
36058,Rainbow Beach,2014-06-13 10:00:00,16.5,2.84,0.219,3.0,11.6
36059,Rainbow Beach,2014-06-13 11:00:00,16.7,2.25,0.208,3.0,11.5
36060,Rainbow Beach,2014-06-13 12:00:00,17.2,2.71,0.192,3.0,11.5
36061,Rainbow Beach,2014-06-13 13:00:00,17.9,2.88,0.174,3.0,11.5
36062,Rainbow Beach,2014-06-13 14:00:00,18.2,2.94,0.167,2.0,11.7
36063,Rainbow Beach,2014-06-13 15:00:00,18.7,2.47,0.151,3.0,11.7
36064,Rainbow Beach,2014-06-13 16:00:00,18.3,1.85,0.14,3.0,11.7
36065,Rainbow Beach,2014-06-13 17:00:00,18.2,1.65,0.147,3.0,11.7
36066,Rainbow Beach,2014-06-13 19:00:00,18.0,1.45,0.178,3.0,11.7
36067,Rainbow Beach,2014-06-13 20:00:00,17.8,1.48,0.149,4.0,11.7
36068,Rainbow Beach,2014-06-13 21:00:00,17.8,1.53,0.13,5.0,11.7
36069,Rainbow Beach,2014-06-13 22:00:00,17.5,1.51,0.124,5.0,11.7
36070,Rainbow Beach,2014-06-13 23:00:00,17.1,1.49,0.128,4.0,11.7
36071,Rainbow Beach,2014-06-13 00:00:00,17.1,2.3,0.202,3.0,11.9
36072,Rainbow Beach,2014-06-14 01:00:00,16.8,1.31,0.128,3.0,11.7
36073,Rainbow Beach,2014-06-14 02:00:00,16.7,1.3,0.12,4.0,11.7
36074,Rainbow Beach,2014-06-14 03:00:00,16.6,1.31,0.119,3.0,11.7
36075,Rainbow Beach,2014-06-14 04:00:00,16.5,1.26,0.111,3.0,11.7
36076,Rainbow Beach,2014-06-14 05:00:00,16.4,1.23,0.106,3.0,11.7
36077,Rainbow Beach,2014-06-14 06:00:00,16.3,1.27,0.109,4.0,11.7
36078,Rainbow Beach,2014-06-14 07:00:00,16.2,1.14,0.104,4.0,11.7
36079,Rainbow Beach,2014-06-14 08:00:00,16.3,1.25,0.099,4.0,11.7
36080,Rainbow Beach,2014-06-14 09:00:00,16.4,1.21,0.088,4.0,11.7
36081,Rainbow Beach,2014-06-14 10:00:00,16.6,1.1,0.125,4.0,11.7
36082,Rainbow Beach,2014-06-14 11:00:00,17.1,1.25,0.093,4.0,11.6
36083,Rainbow Beach,2014-06-14 12:00:00,17.2,0.99,0.108,5.0,11.6
36084,Rainbow Beach,2014-06-14 13:00:00,17.2,0.93,0.115,4.0,11.7
36085,Rainbow Beach,2014-06-14 14:00:00,17.5,0.97,0.164,3.0,11.6
36086,Rainbow Beach,2014-06-14 15:00:00,17.1,0.92,0.144,3.0,11.6
36087,Rainbow Beach,2014-06-14 16:00:00,17.3,0.9,0.174,3.0,11.6
36088,Rainbow Beach,2014-06-14 17:00:00,17.4,0.87,0.173,2.0,11.6
36089,Rainbow Beach,2014-06-14 18:00:00,17.3,0.92,0.177,2.0,11.6
36090,Rainbow Beach,2014-06-14 19:00:00,17.2,0.91,0.168,4.0,11.6
36091,Rainbow Beach,2014-06-14 20:00:00,17.1,0.88,0.166,2.0,11.6
36092,Rainbow Beach,2014-06-14 21:00:00,17.1,0.97,0.162,2.0,11.6
36093,Rainbow Beach,2014-06-14 22:00:00,16.8,0.95,0.136,9.0,11.6
36094,Rainbow Beach,2014-06-14 00:00:00,17.0,1.4,0.146,4.0,11.7
36095,Rainbow Beach,2014-06-15 01:00:00,16.3,0.87,0.117,4.0,11.6
36096,Rainbow Beach,2014-06-15 02:00:00,16.1,0.79,0.114,7.0,11.6
36097,Rainbow Beach,2014-06-15 03:00:00,15.9,0.76,0.111,3.0,11.6
36098,Rainbow Beach,2014-06-15 04:00:00,15.7,0.77,0.107,3.0,11.6
36099,Rainbow Beach,2014-06-15 05:00:00,15.6,0.73,0.104,3.0,11.6
36100,Rainbow Beach,2014-06-15 06:00:00,15.5,0.65,0.11,3.0,11.6
36101,Rainbow Beach,2014-06-15 07:00:00,15.5,0.68,0.117,3.0,11.6
36102,Rainbow Beach,2014-06-15 08:00:00,15.5,0.65,0.108,3.0,11.6
36103,Rainbow Beach,2014-06-15 10:00:00,15.9,0.62,0.115,3.0,11.6
36104,Rainbow Beach,2014-06-15 11:00:00,16.1,0.63,0.12,3.0,11.6
36105,Rainbow Beach,2014-06-15 12:00:00,16.3,0.62,0.105,4.0,11.5
36106,Rainbow Beach,2014-06-15 13:00:00,16.4,0.62,0.105,4.0,11.5
36107,Rainbow Beach,2014-06-15 15:00:00,16.9,0.81,0.116,3.0,11.5
36108,Rainbow Beach,2014-06-15 17:00:00,17.2,1.03,0.111,3.0,11.5
36109,Rainbow Beach,2014-06-15 18:00:00,17.4,1.07,0.103,4.0,11.5
36110,Rainbow Beach,2014-06-15 19:00:00,17.4,1.03,0.104,3.0,11.5
36111,Rainbow Beach,2014-06-15 20:00:00,17.3,1.0,0.117,6.0,11.5
36112,Rainbow Beach,2014-06-15 21:00:00,17.0,0.85,0.117,6.0,11.5
36113,Rainbow Beach,2014-06-15 22:00:00,16.8,0.87,0.119,5.0,11.5
36114,Rainbow Beach,2014-06-15 23:00:00,16.8,0.83,0.118,3.0,11.5
36115,Rainbow Beach,2014-06-15 00:00:00,16.6,0.85,0.136,3.0,11.6
36116,Rainbow Beach,2014-06-16 01:00:00,16.6,0.75,0.089,4.0,11.5
36117,Rainbow Beach,2014-06-16 02:00:00,16.5,0.84,0.093,7.0,11.5
36118,Rainbow Beach,2014-06-16 03:00:00,16.4,0.72,0.086,6.0,11.5
36119,Rainbow Beach,2014-06-16 04:00:00,16.4,0.71,0.118,3.0,11.5
36120,Rainbow Beach,2014-06-16 05:00:00,16.4,0.69,0.087,5.0,11.5
36121,Rainbow Beach,2014-06-16 06:00:00,16.4,0.64,0.081,4.0,11.5
36122,Rainbow Beach,2014-06-16 07:00:00,16.5,0.65,0.079,4.0,11.5
36123,Rainbow Beach,2014-06-16 08:00:00,16.7,0.74,0.078,6.0,11.5
36124,Rainbow Beach,2014-06-16 09:00:00,17.1,0.72,0.089,6.0,11.5
36125,Rainbow Beach,2014-06-16 11:00:00,18.1,0.57,0.087,4.0,11.5
36126,Rainbow Beach,2014-06-16 12:00:00,18.4,0.52,0.096,3.0,11.5
36127,Rainbow Beach,2014-06-16 13:00:00,19.0,0.75,0.091,5.0,11.5
36128,Rainbow Beach,2014-06-16 16:00:00,18.5,0.59,0.13,3.0,11.5
36129,Rainbow Beach,2014-06-16 17:00:00,18.6,0.81,0.132,3.0,11.5
36130,Rainbow Beach,2014-06-16 18:00:00,18.0,0.8,0.141,4.0,11.5
36131,Rainbow Beach,2014-06-16 19:00:00,17.8,0.81,0.138,2.0,11.5
36132,Rainbow Beach,2014-06-16 20:00:00,17.8,0.95,0.144,6.0,11.5
36133,Rainbow Beach,2014-06-16 21:00:00,17.8,1.06,0.133,5.0,11.5
36134,Rainbow Beach,2014-06-16 22:00:00,17.6,0.94,0.131,5.0,11.5
36135,Rainbow Beach,2014-06-16 00:00:00,16.7,0.78,0.096,4.0,11.5
36136,Rainbow Beach,2014-06-17 01:00:00,16.6,0.84,0.106,4.0,11.5
36137,Rainbow Beach,2014-06-17 02:00:00,16.3,0.76,0.099,7.0,11.5
36138,Rainbow Beach,2014-06-17 03:00:00,15.8,0.67,0.101,5.0,11.5
36139,Rainbow Beach,2014-06-17 04:00:00,15.5,0.68,0.109,5.0,11.5
36140,Rainbow Beach,2014-06-17 05:00:00,15.2,0.62,0.086,4.0,11.5
36141,Rainbow Beach,2014-06-17 06:00:00,15.3,0.57,0.087,5.0,11.4
36142,Rainbow Beach,2014-06-17 08:00:00,15.5,0.7,0.114,3.0,11.4
36143,Rainbow Beach,2014-06-17 09:00:00,15.4,0.84,0.103,3.0,11.4
36144,Rainbow Beach,2014-06-17 10:00:00,15.7,0.63,0.096,3.0,11.4
36145,Rainbow Beach,2014-06-17 11:00:00,16.2,0.62,0.118,4.0,11.4
36146,Rainbow Beach,2014-06-17 13:00:00,16.9,0.66,0.128,3.0,11.4
36147,Rainbow Beach,2014-06-17 14:00:00,17.6,0.59,0.128,4.0,11.4
36148,Rainbow Beach,2014-06-17 15:00:00,18.4,0.53,0.121,5.0,11.4
36149,Rainbow Beach,2014-06-17 16:00:00,17.9,0.51,0.121,3.0,11.4
36150,Rainbow Beach,2014-06-17 17:00:00,18.0,0.56,0.135,3.0,11.4
36151,Rainbow Beach,2014-06-17 19:00:00,17.7,1.27,0.141,6.0,11.4
36152,Rainbow Beach,2014-06-17 20:00:00,17.1,0.84,0.137,3.0,11.4
36153,Rainbow Beach,2014-06-17 21:00:00,17.5,0.82,0.148,5.0,11.4
36154,Rainbow Beach,2014-06-17 22:00:00,17.1,0.91,0.127,4.0,11.4
36155,Rainbow Beach,2014-06-17 23:00:00,16.9,1.11,0.13,4.0,11.4
36156,Rainbow Beach,2014-06-17 00:00:00,16.7,0.69,0.108,3.0,11.5
36157,Rainbow Beach,2014-06-18 01:00:00,16.4,0.82,0.095,4.0,11.4
36158,Rainbow Beach,2014-06-18 02:00:00,16.2,0.78,0.092,7.0,11.4
36159,Rainbow Beach,2014-06-18 04:00:00,15.8,0.79,0.085,4.0,11.4
36160,Rainbow Beach,2014-06-18 05:00:00,15.6,0.8,0.077,5.0,11.4
36161,Rainbow Beach,2014-06-18 06:00:00,15.6,0.79,0.078,5.0,11.4
36162,Rainbow Beach,2014-06-18 07:00:00,15.6,0.74,0.088,5.0,11.4
36163,Rainbow Beach,2014-06-18 08:00:00,15.5,0.86,0.095,5.0,11.4
36164,Rainbow Beach,2014-06-18 09:00:00,15.7,0.87,0.081,4.0,11.4
36165,Rainbow Beach,2014-06-18 10:00:00,15.8,0.76,0.103,4.0,11.4
36166,Rainbow Beach,2014-06-18 11:00:00,15.9,0.78,0.098,4.0,11.4
36167,Rainbow Beach,2014-06-18 12:00:00,15.5,1.67,0.343,3.0,11.4
36168,Rainbow Beach,2014-06-18 13:00:00,15.6,1.49,0.244,3.0,11.4
36169,Rainbow Beach,2014-06-18 14:00:00,15.7,1.2,0.203,3.0,11.4
36170,Rainbow Beach,2014-06-18 16:00:00,16.5,2.77,0.205,3.0,11.4
36171,Rainbow Beach,2014-06-18 17:00:00,16.5,3.17,0.22,4.0,11.4
36172,Rainbow Beach,2014-06-18 18:00:00,16.5,2.38,0.219,4.0,11.3
36173,Rainbow Beach,2014-06-18 20:00:00,16.1,3.07,0.309,3.0,11.3
36174,Rainbow Beach,2014-06-18 21:00:00,16.0,2.31,0.311,3.0,11.3
