County,Date,avg_pos_cases_per_week,new_deaths,new_deaths_in_2_weeks
Barron,2020-08-12,6.0,0,0.0
Ashland,2020-08-12,1.14,0,0.0
Menominee,2020-08-12,0.86,0,0.0
Eau Claire,2020-08-12,12.43,0,0.0
Rock,2020-08-12,10.57,0,0.0
Rusk,2020-08-12,0.71,0,0.0
Waukesha,2020-08-12,87.0,2,2.0
Adams,2020-08-12,1.14,0,0.0
Douglas,2020-08-12,7.86,0,0.0
Washington,2020-08-12,25.0,0,2.0
Ozaukee,2020-08-12,16.14,0,0.0
Pepin,2020-08-12,0.0,0,0.0
Richland,2020-08-12,0.29,0,0.0
Marquette,2020-08-12,0.43,0,0.0
Marinette,2020-08-12,13.14,1,0.0
Iowa,2020-08-12,2.57,0,0.0
Marathon,2020-08-12,8.71,0,0.0
Bayfield,2020-08-12,1.29,0,0.0
Dane,2020-08-12,43.86,0,0.0
Door,2020-08-12,1.0,0,0.0
Dodge,2020-08-12,16.71,0,0.0
Green Lake,2020-08-12,1.14,0,0.0
Langlade,2020-08-12,1.57,0,0.0
Lincoln,2020-08-12,1.14,0,0.0
St. Croix,2020-08-12,6.57,0,0.0
Outagamie,2020-08-12,22.57,0,0.0
Oneida,2020-08-12,8.0,0,0.0
Jackson,2020-08-12,1.14,0,0.0
Iron,2020-08-12,0.29,0,0.0
Dunn,2020-08-12,3.0,0,0.0
Brown,2020-08-12,35.71,0,0.0
Buffalo,2020-08-12,0.43,0,0.0
Waupaca,2020-08-12,13.0,1,0.0
Sawyer,2020-08-12,4.71,0,0.0
Forest,2020-08-12,0.14,0,0.0
Forest,2020-08-13,0.29,0,0.0
Sawyer,2020-08-13,5.43,0,0.0
Waupaca,2020-08-13,12.0,0,0.0
Buffalo,2020-08-13,0.29,0,0.0
Dunn,2020-08-13,2.43,0,0.0
Iron,2020-08-13,0.29,0,0.0
Jackson,2020-08-13,0.57,0,0.0
Oneida,2020-08-13,7.86,0,0.0
Outagamie,2020-08-13,22.57,0,0.0
St. Croix,2020-08-13,7.0,0,0.0
Lincoln,2020-08-13,1.43,0,0.0
Langlade,2020-08-13,1.71,0,0.0
Green Lake,2020-08-13,1.0,0,0.0
Dodge,2020-08-13,16.14,0,0.0
Door,2020-08-13,0.86,0,0.0
Dane,2020-08-13,46.29,0,1.0
Brown,2020-08-13,34.57,1,0.0
Bayfield,2020-08-13,1.43,0,0.0
Marathon,2020-08-13,8.57,1,0.0
Iowa,2020-08-13,2.86,0,0.0
Marinette,2020-08-13,14.43,0,0.0
Marquette,2020-08-13,1.0,0,0.0
Richland,2020-08-13,0.0,0,0.0
Ozaukee,2020-08-13,16.0,0,0.0
Washington,2020-08-13,27.71,1,0.0
Douglas,2020-08-13,7.86,0,0.0
Adams,2020-08-13,1.43,0,0.0
Waukesha,2020-08-13,92.57,2,0.0
Rusk,2020-08-13,0.71,0,0.0
Rock,2020-08-13,9.86,0,0.0
Eau Claire,2020-08-13,11.43,0,0.0
Menominee,2020-08-13,0.86,0,0.0
Ashland,2020-08-13,1.0,0,0.0
Barron,2020-08-13,6.0,0,0.0
Clark,2020-08-13,2.14,0,0.0
Kewaunee,2020-08-13,1.86,0,0.0
Green,2020-08-13,6.43,0,0.0
Kenosha,2020-08-13,19.86,0,0.0
Grant,2020-08-13,5.86,0,0.0
Florence,2020-08-13,0.86,0,0.0
Oconto,2020-08-13,8.57,0,0.0
Portage,2020-08-13,8.29,0,0.0
Monroe,2020-08-13,1.29,0,0.0
Manitowoc,2020-08-13,7.0,0,0.0
Milwaukee,2020-08-13,189.86,0,0.0
Trempealeau,2020-08-13,4.71,0,0.0
Walworth,2020-08-13,19.71,0,0.0
Washburn,2020-08-13,0.86,0,0.0
Columbia,2020-08-13,5.86,0,0.0
Crawford,2020-08-13,1.71,0,0.0
Fond du Lac,2020-08-13,19.29,0,0.0
Burnett,2020-08-13,1.0,0,1.0
Chippewa,2020-08-13,5.0,0,0.0
Calumet,2020-08-13,10.71,0,0.0
Juneau,2020-08-13,2.14,0,0.0
La Crosse,2020-08-13,9.57,0,0.0
Jefferson,2020-08-13,11.57,0,0.0
Lafayette,2020-08-13,6.43,0,0.0
Pepin,2020-08-13,0.14,0,0.0
Price,2020-08-13,0.43,0,0.0
Racine,2020-08-13,25.57,0,0.0
Pierce,2020-08-13,5.14,0,0.0
Polk,2020-08-13,1.86,0,0.0
Sheboygan,2020-08-13,12.14,0,0.0
Taylor,2020-08-13,1.71,0,0.0
Shawano,2020-08-13,4.86,0,0.0
Waushara,2020-08-13,1.14,0,0.0
Vilas,2020-08-13,2.57,0,0.0
Vernon,2020-08-13,1.57,0,0.0
Sauk,2020-08-13,10.0,0,0.0
Wood,2020-08-13,11.71,0,0.0
Winnebago,2020-08-13,18.0,1,0.0
Winnebago,2020-08-14,14.57,0,0.0
Wood,2020-08-14,12.71,0,0.0
Sauk,2020-08-14,9.86,0,0.0
Vernon,2020-08-14,1.43,0,0.0
Vilas,2020-08-14,2.71,0,0.0
Waushara,2020-08-14,1.71,0,0.0
Shawano,2020-08-14,3.43,0,0.0
Taylor,2020-08-14,1.0,1,0.0
Sheboygan,2020-08-14,14.14,0,0.0
Polk,2020-08-14,1.29,0,0.0
Pierce,2020-08-14,5.14,1,0.0
Racine,2020-08-14,24.29,3,0.0
Price,2020-08-14,0.14,0,0.0
Pepin,2020-08-14,0.29,0,0.0
Lafayette,2020-08-14,6.0,0,0.0
Jefferson,2020-08-14,11.71,0,0.0
La Crosse,2020-08-14,10.43,0,0.0
Chippewa,2020-08-14,5.43,0,0.0
Calumet,2020-08-14,10.57,0,0.0
Burnett,2020-08-14,1.14,0,0.0
Adams,2020-08-14,1.29,0,0.0
Fond du Lac,2020-08-14,17.71,0,0.0
Crawford,2020-08-14,1.43,0,0.0
Columbia,2020-08-14,6.57,0,0.0
Washburn,2020-08-14,0.57,0,0.0
Walworth,2020-08-14,23.43,1,0.0
Trempealeau,2020-08-14,4.86,0,0.0
Milwaukee,2020-08-14,171.86,3,4.0
Monroe,2020-08-14,1.57,0,0.0
Oconto,2020-08-14,7.71,0,0.0
Portage,2020-08-14,7.14,0,0.0
Florence,2020-08-14,1.14,0,0.0
Grant,2020-08-14,5.71,0,0.0
Kenosha,2020-08-14,18.0,0,0.0
Green,2020-08-14,7.43,0,0.0
Kewaunee,2020-08-14,1.57,0,0.0
Clark,2020-08-14,2.14,0,0.0
Barron,2020-08-14,5.29,0,0.0
Ashland,2020-08-14,0.86,0,0.0
Manitowoc,2020-08-14,8.57,0,1.0
Menominee,2020-08-14,0.71,0,0.0
Eau Claire,2020-08-14,11.14,0,0.0
Rock,2020-08-14,8.57,0,0.0
Rusk,2020-08-14,0.29,0,0.0
Waukesha,2020-08-14,84.14,2,1.0
Douglas,2020-08-14,6.57,0,0.0
Washington,2020-08-14,23.14,0,0.0
Ozaukee,2020-08-14,13.29,0,0.0
Richland,2020-08-14,0.14,0,0.0
Marquette,2020-08-14,0.86,0,0.0
Marinette,2020-08-14,13.86,0,0.0
Iowa,2020-08-14,3.0,0,0.0
Marathon,2020-08-14,8.71,1,0.0
Bayfield,2020-08-14,1.29,0,0.0
Brown,2020-08-14,34.29,0,0.0
Dane,2020-08-14,44.14,1,0.0
Dodge,2020-08-14,15.0,0,0.0
Green Lake,2020-08-14,1.14,0,0.0
Langlade,2020-08-14,1.57,0,0.0
Lincoln,2020-08-14,1.29,0,0.0
St. Croix,2020-08-14,7.14,0,0.0
Outagamie,2020-08-14,21.14,0,0.0
Oneida,2020-08-14,6.71,0,0.0
Jackson,2020-08-14,0.14,0,0.0
Iron,2020-08-14,0.29,0,0.0
Dunn,2020-08-14,2.14,0,0.0
Buffalo,2020-08-14,0.57,0,0.0
Door,2020-08-14,1.57,0,0.0
Waupaca,2020-08-14,12.43,0,0.0
Sawyer,2020-08-14,5.71,0,0.0
Juneau,2020-08-14,2.14,0,0.0
Forest,2020-08-14,0.29,0,0.0
Forest,2020-08-15,0.43,0,0.0
Juneau,2020-08-15,2.29,0,0.0
Sawyer,2020-08-15,6.14,0,0.0
Waupaca,2020-08-15,12.0,0,0.0
Door,2020-08-15,1.14,0,0.0
Buffalo,2020-08-15,0.57,0,0.0
Dunn,2020-08-15,2.0,0,0.0
Iron,2020-08-15,0.57,0,0.0
Jackson,2020-08-15,0.29,0,0.0
Oneida,2020-08-15,6.0,0,0.0
Outagamie,2020-08-15,22.0,0,1.0
St. Croix,2020-08-15,6.57,0,0.0
Lincoln,2020-08-15,1.29,0,0.0
Langlade,2020-08-15,1.43,0,0.0
Green Lake,2020-08-15,1.14,0,0.0
Dodge,2020-08-15,15.0,0,0.0
Dane,2020-08-15,46.57,0,0.0
Brown,2020-08-15,35.71,0,0.0
Bayfield,2020-08-15,1.0,0,0.0
Marathon,2020-08-15,7.57,0,0.0
Iowa,2020-08-15,3.14,0,0.0
Marinette,2020-08-15,14.0,0,0.0
Richland,2020-08-15,0.14,0,0.0
Ozaukee,2020-08-15,12.71,0,0.0
Washington,2020-08-15,26.57,0,0.0
Douglas,2020-08-15,7.0,0,0.0
Waukesha,2020-08-15,87.29,0,0.0
Rusk,2020-08-15,0.29,0,0.0
Rock,2020-08-15,8.57,0,0.0
Menominee,2020-08-15,0.71,0,0.0
Marquette,2020-08-15,0.86,0,0.0
Manitowoc,2020-08-15,9.0,0,0.0
Ashland,2020-08-15,0.71,0,0.0
Barron,2020-08-15,5.29,0,0.0
Clark,2020-08-15,2.29,0,0.0
Kewaunee,2020-08-15,1.71,0,0.0
Green,2020-08-15,7.43,0,0.0
Kenosha,2020-08-15,18.43,0,1.0
Grant,2020-08-15,5.71,0,0.0
Florence,2020-08-15,1.29,0,0.0
Eau Claire,2020-08-15,9.86,0,0.0
Portage,2020-08-15,7.71,0,0.0
Oconto,2020-08-15,6.71,0,0.0
Monroe,2020-08-15,1.57,0,0.0
Milwaukee,2020-08-15,171.57,1,0.0
Trempealeau,2020-08-15,4.86,0,0.0
Walworth,2020-08-15,23.57,0,0.0
Washburn,2020-08-15,0.43,0,0.0
Columbia,2020-08-15,6.0,0,0.0
Crawford,2020-08-15,1.57,0,0.0
Fond du Lac,2020-08-15,16.57,0,0.0
Adams,2020-08-15,1.29,0,0.0
Burnett,2020-08-15,1.14,0,0.0
Calumet,2020-08-15,11.43,0,0.0
Chippewa,2020-08-15,6.14,0,0.0
La Crosse,2020-08-15,11.0,0,0.0
Jefferson,2020-08-15,13.0,0,0.0
Lafayette,2020-08-15,4.71,0,0.0
Pepin,2020-08-15,0.57,0,0.0
Price,2020-08-15,0.14,0,0.0
Racine,2020-08-15,23.57,0,0.0
Pierce,2020-08-15,4.14,0,0.0
Polk,2020-08-15,1.71,0,0.0
Sheboygan,2020-08-15,14.43,0,1.0
Taylor,2020-08-15,1.29,0,0.0
Shawano,2020-08-15,3.0,0,0.0
Waushara,2020-08-15,1.71,0,0.0
Vilas,2020-08-15,3.0,0,0.0
Vernon,2020-08-15,1.71,0,0.0
Sauk,2020-08-15,9.86,0,0.0
Wood,2020-08-15,13.14,0,0.0
Winnebago,2020-08-15,15.14,0,0.0
Winnebago,2020-08-16,14.14,0,0.0
Wood,2020-08-16,11.29,0,0.0
Vernon,2020-08-16,2.14,0,0.0
Sauk,2020-08-16,9.86,0,0.0
Vilas,2020-08-16,2.86,0,0.0
Waushara,2020-08-16,1.14,0,0.0
Shawano,2020-08-16,3.14,0,0.0
Taylor,2020-08-16,1.0,0,0.0
Sheboygan,2020-08-16,14.57,0,0.0
Pierce,2020-08-16,4.57,0,0.0
Racine,2020-08-16,23.71,0,0.0
Price,2020-08-16,0.0,0,0.0
Polk,2020-08-16,1.71,0,0.0
Pepin,2020-08-16,0.57,0,0.0
Lafayette,2020-08-16,4.29,0,0.0
Jefferson,2020-08-16,14.29,0,0.0
Forest,2020-08-16,0.43,0,0.0
La Crosse,2020-08-16,10.29,0,0.0
Chippewa,2020-08-16,5.71,0,0.0
Calumet,2020-08-16,10.57,0,0.0
Burnett,2020-08-16,1.29,0,0.0
Adams,2020-08-16,1.14,0,0.0
Fond du Lac,2020-08-16,18.14,0,0.0
Crawford,2020-08-16,2.14,0,0.0
Columbia,2020-08-16,6.0,0,0.0
Washburn,2020-08-16,0.43,0,0.0
Walworth,2020-08-16,25.86,0,0.0
Trempealeau,2020-08-16,4.57,0,0.0
Milwaukee,2020-08-16,175.14,0,0.0
Oconto,2020-08-16,7.71,0,0.0
Monroe,2020-08-16,1.43,0,0.0
Portage,2020-08-16,7.14,0,0.0
Eau Claire,2020-08-16,10.86,0,0.0
Florence,2020-08-16,1.29,0,0.0
Grant,2020-08-16,5.86,0,0.0
Kenosha,2020-08-16,17.71,0,0.0
Green,2020-08-16,7.71,0,0.0
Kewaunee,2020-08-16,1.71,0,0.0
Lincoln,2020-08-16,1.29,0,0.0
Clark,2020-08-16,2.14,0,0.0
Barron,2020-08-16,5.14,0,0.0
Ashland,2020-08-16,0.71,0,0.0
Manitowoc,2020-08-16,8.71,0,0.0
Marquette,2020-08-16,0.86,0,0.0
Menominee,2020-08-16,0.71,0,0.0
Rock,2020-08-16,8.86,0,0.0
Rusk,2020-08-16,0.14,0,0.0
Waukesha,2020-08-16,83.71,0,0.0
Douglas,2020-08-16,5.43,0,0.0
Washington,2020-08-16,26.43,0,0.0
Ozaukee,2020-08-16,12.86,0,0.0
Richland,2020-08-16,0.14,0,0.0
Marinette,2020-08-16,12.43,0,0.0
Iowa,2020-08-16,2.86,0,0.0
Marathon,2020-08-16,6.71,0,0.0
Bayfield,2020-08-16,1.14,0,0.0
Brown,2020-08-16,35.71,0,0.0
Dane,2020-08-16,47.71,0,0.0
Dodge,2020-08-16,14.29,0,0.0
Green Lake,2020-08-16,1.29,0,0.0
Langlade,2020-08-16,1.43,0,0.0
Outagamie,2020-08-16,20.0,0,0.0
Oneida,2020-08-16,4.57,0,0.0
Jackson,2020-08-16,0.29,0,0.0
Iron,2020-08-16,1.14,0,0.0
Dunn,2020-08-16,2.0,0,0.0
Buffalo,2020-08-16,0.43,0,0.0
Door,2020-08-16,1.71,0,0.0
Waupaca,2020-08-16,10.57,0,0.0
St. Croix,2020-08-16,6.43,0,0.0
Sawyer,2020-08-16,5.86,0,0.0
Juneau,2020-08-16,2.0,0,0.0
Juneau,2020-08-17,2.14,0,0.0
Sawyer,2020-08-17,5.29,0,0.0
Barron,2020-08-17,5.86,0,0.0
St. Croix,2020-08-17,6.0,0,0.0
Waupaca,2020-08-17,11.86,0,1.0
Door,2020-08-17,2.0,0,0.0
Buffalo,2020-08-17,1.0,0,0.0
Dunn,2020-08-17,2.14,0,0.0
Iron,2020-08-17,2.0,0,0.0
Jackson,2020-08-17,0.14,0,0.0
Oneida,2020-08-17,3.71,0,0.0
Langlade,2020-08-17,1.43,0,0.0
Green Lake,2020-08-17,1.14,0,0.0
Dodge,2020-08-17,15.0,0,0.0
Dane,2020-08-17,46.29,0,0.0
Brown,2020-08-17,40.86,0,0.0
Bayfield,2020-08-17,1.14,0,0.0
Marathon,2020-08-17,5.86,0,1.0
Iowa,2020-08-17,3.14,0,0.0
Marinette,2020-08-17,11.86,0,0.0
Richland,2020-08-17,0.14,0,0.0
Ozaukee,2020-08-17,12.29,0,0.0
Washington,2020-08-17,24.71,1,0.0
Outagamie,2020-08-17,21.14,1,0.0
Douglas,2020-08-17,5.29,0,0.0
Waukesha,2020-08-17,82.86,1,1.0
Rusk,2020-08-17,0.14,0,0.0
Rock,2020-08-17,8.14,0,0.0
Menominee,2020-08-17,0.14,0,0.0
Marquette,2020-08-17,0.86,0,0.0
Manitowoc,2020-08-17,9.14,0,0.0
Ashland,2020-08-17,0.57,0,0.0
Clark,2020-08-17,2.0,0,0.0
Lincoln,2020-08-17,1.0,1,0.0
Kewaunee,2020-08-17,1.57,0,0.0
Green,2020-08-17,7.57,0,0.0
Kenosha,2020-08-17,18.14,0,1.0
Grant,2020-08-17,5.86,0,1.0
Florence,2020-08-17,1.43,0,0.0
Eau Claire,2020-08-17,10.71,0,0.0
Portage,2020-08-17,6.57,0,0.0
Monroe,2020-08-17,1.29,0,0.0
Oconto,2020-08-17,7.86,0,0.0
Milwaukee,2020-08-17,167.43,6,5.0
Trempealeau,2020-08-17,6.0,0,0.0
Walworth,2020-08-17,24.43,0,1.0
Washburn,2020-08-17,0.71,0,0.0
Columbia,2020-08-17,6.0,0,0.0
Crawford,2020-08-17,2.14,0,0.0
Fond du Lac,2020-08-17,20.0,0,0.0
Adams,2020-08-17,1.14,0,0.0
Burnett,2020-08-17,1.43,0,0.0
Calumet,2020-08-17,10.0,0,0.0
Chippewa,2020-08-17,5.71,0,0.0
La Crosse,2020-08-17,10.14,0,0.0
Forest,2020-08-17,0.29,0,0.0
Jefferson,2020-08-17,14.14,1,0.0
Lafayette,2020-08-17,4.0,0,0.0
Pepin,2020-08-17,0.57,0,0.0
Polk,2020-08-17,1.0,0,0.0
Price,2020-08-17,0.0,0,0.0
Racine,2020-08-17,22.57,2,1.0
Pierce,2020-08-17,5.0,0,0.0
Sheboygan,2020-08-17,14.43,0,0.0
Taylor,2020-08-17,1.0,0,0.0
Waushara,2020-08-17,1.14,0,0.0
Vilas,2020-08-17,3.14,0,0.0
Sauk,2020-08-17,10.14,0,0.0
Shawano,2020-08-17,2.57,0,0.0
Vernon,2020-08-17,2.0,0,0.0
Wood,2020-08-17,9.0,0,1.0
Winnebago,2020-08-17,12.29,0,0.0
Winnebago,2020-08-18,14.43,0,0.0
Wood,2020-08-18,8.86,0,0.0
Vernon,2020-08-18,2.14,0,0.0
Shawano,2020-08-18,2.43,0,0.0
Sauk,2020-08-18,9.14,0,0.0
Dodge,2020-08-18,14.86,0,0.0
Vilas,2020-08-18,2.86,0,0.0
Waushara,2020-08-18,1.14,0,0.0
Taylor,2020-08-18,0.71,0,0.0
Sheboygan,2020-08-18,15.71,0,0.0
Pierce,2020-08-18,3.86,0,1.0
Racine,2020-08-18,25.14,1,0.0
Price,2020-08-18,0.0,0,0.0
Polk,2020-08-18,1.43,0,0.0
Pepin,2020-08-18,0.71,0,0.0
Lafayette,2020-08-18,3.57,0,0.0
Jefferson,2020-08-18,13.86,0,0.0
Forest,2020-08-18,0.43,0,0.0
Fond du Lac,2020-08-18,17.86,0,1.0
La Crosse,2020-08-18,9.57,0,1.0
Chippewa,2020-08-18,5.71,0,0.0
Calumet,2020-08-18,10.29,0,0.0
Burnett,2020-08-18,1.29,0,0.0
Adams,2020-08-18,1.0,0,0.0
Crawford,2020-08-18,2.0,0,0.0
Columbia,2020-08-18,3.86,0,0.0
Washburn,2020-08-18,0.71,0,0.0
Walworth,2020-08-18,25.29,0,3.0
Trempealeau,2020-08-18,5.14,0,0.0
Milwaukee,2020-08-18,173.71,1,0.0
Oconto,2020-08-18,9.0,0,0.0
Monroe,2020-08-18,1.57,0,0.0
Portage,2020-08-18,7.57,0,0.0
Eau Claire,2020-08-18,9.43,0,0.0
Florence,2020-08-18,1.43,0,0.0
Grant,2020-08-18,5.86,0,0.0
Kenosha,2020-08-18,17.86,0,0.0
Green,2020-08-18,6.86,0,0.0
Kewaunee,2020-08-18,2.0,0,0.0
Lincoln,2020-08-18,0.57,0,0.0
Clark,2020-08-18,2.0,0,0.0
Ashland,2020-08-18,0.43,0,0.0
Manitowoc,2020-08-18,10.43,0,0.0
Marquette,2020-08-18,0.86,0,0.0
Menominee,2020-08-18,0.14,0,0.0
Rock,2020-08-18,8.57,0,0.0
Waukesha,2020-08-18,89.57,3,0.0
Douglas,2020-08-18,4.43,0,0.0
Washington,2020-08-18,28.14,0,0.0
Ozaukee,2020-08-18,13.29,0,0.0
Richland,2020-08-18,0.29,0,0.0
Marinette,2020-08-18,13.14,0,0.0
Iowa,2020-08-18,3.14,0,0.0
Marathon,2020-08-18,6.57,0,0.0
Bayfield,2020-08-18,1.14,0,0.0
Brown,2020-08-18,44.86,1,0.0
Dane,2020-08-18,43.57,0,0.0
Green Lake,2020-08-18,1.29,0,0.0
Langlade,2020-08-18,1.29,0,0.0
Jackson,2020-08-18,0.86,0,0.0
Oneida,2020-08-18,4.14,0,0.0
Outagamie,2020-08-18,22.86,1,1.0
Rusk,2020-08-18,0.14,0,0.0
Iron,2020-08-18,2.29,0,0.0
Dunn,2020-08-18,2.43,0,0.0
Buffalo,2020-08-18,0.86,0,0.0
Door,2020-08-18,2.14,0,0.0
Waupaca,2020-08-18,11.57,0,1.0
St. Croix,2020-08-18,5.86,0,0.0
Barron,2020-08-18,4.86,0,0.0
Sawyer,2020-08-18,5.14,0,0.0
Juneau,2020-08-18,2.14,0,0.0
Juneau,2020-08-19,2.29,0,0.0
Sawyer,2020-08-19,5.57,0,0.0
Barron,2020-08-19,4.43,0,0.0
St. Croix,2020-08-19,4.57,0,0.0
Waupaca,2020-08-19,10.43,0,0.0
Door,2020-08-19,1.86,0,0.0
Buffalo,2020-08-19,0.86,0,0.0
Dunn,2020-08-19,2.57,0,0.0
Douglas,2020-08-19,3.71,0,0.0
Iron,2020-08-19,3.0,0,0.0
Rusk,2020-08-19,0.14,0,0.0
Outagamie,2020-08-19,25.43,0,1.0
Oneida,2020-08-19,3.86,0,0.0
Jackson,2020-08-19,0.86,0,0.0
Langlade,2020-08-19,1.14,1,0.0
Green Lake,2020-08-19,1.14,0,0.0
Green,2020-08-19,6.57,0,0.0
Dane,2020-08-19,41.29,0,0.0
Brown,2020-08-19,43.29,1,0.0
Bayfield,2020-08-19,1.14,0,0.0
Kenosha,2020-08-19,18.29,0,1.0
Iowa,2020-08-19,3.0,0,0.0
Marinette,2020-08-19,11.71,0,0.0
Richland,2020-08-19,0.29,0,0.0
Ozaukee,2020-08-19,12.86,0,0.0
Washington,2020-08-19,29.43,1,0.0
Ashland,2020-08-19,0.14,0,0.0
Waukesha,2020-08-19,82.57,1,0.0
Rock,2020-08-19,8.14,0,0.0
Menominee,2020-08-19,0.43,0,0.0
Marquette,2020-08-19,0.86,0,0.0
Manitowoc,2020-08-19,10.43,0,0.0
Clark,2020-08-19,2.29,0,0.0
Lincoln,2020-08-19,0.29,0,0.0
Kewaunee,2020-08-19,1.71,0,0.0
Grant,2020-08-19,5.14,0,0.0
Florence,2020-08-19,1.14,0,0.0
Eau Claire,2020-08-19,8.14,0,0.0
Portage,2020-08-19,7.14,0,0.0
Monroe,2020-08-19,1.43,0,0.0
Oconto,2020-08-19,8.0,1,0.0
Milwaukee,2020-08-19,168.43,0,0.0
Marathon,2020-08-19,6.29,1,0.0
Trempealeau,2020-08-19,4.71,0,0.0
Walworth,2020-08-19,23.29,0,1.0
Washburn,2020-08-19,0.57,0,0.0
Columbia,2020-08-19,5.29,0,0.0
Chippewa,2020-08-19,5.29,0,0.0
Crawford,2020-08-19,1.57,0,0.0
Adams,2020-08-19,0.86,0,0.0
Burnett,2020-08-19,1.29,0,0.0
Calumet,2020-08-19,9.14,0,0.0
La Crosse,2020-08-19,10.29,0,0.0
Fond du Lac,2020-08-19,20.43,0,0.0
Forest,2020-08-19,0.43,0,0.0
Jefferson,2020-08-19,13.57,0,1.0
Lafayette,2020-08-19,2.86,0,0.0
Pepin,2020-08-19,0.71,0,0.0
Polk,2020-08-19,1.71,0,0.0
Price,2020-08-19,0.0,0,0.0
Racine,2020-08-19,25.0,1,0.0
Pierce,2020-08-19,4.57,0,0.0
Sheboygan,2020-08-19,14.29,0,0.0
Taylor,2020-08-19,0.86,0,0.0
Waushara,2020-08-19,0.86,0,0.0
Vilas,2020-08-19,3.29,0,0.0
Dodge,2020-08-19,14.57,0,0.0
Sauk,2020-08-19,9.0,0,0.0
Shawano,2020-08-19,2.29,0,0.0
Vernon,2020-08-19,2.0,0,0.0
Wood,2020-08-19,8.43,0,0.0
Winnebago,2020-08-19,13.0,0,1.0
Winnebago,2020-08-20,13.0,0,0.0
Wood,2020-08-20,7.14,0,0.0
Vernon,2020-08-20,2.29,0,0.0
Sauk,2020-08-20,9.57,0,0.0
Dodge,2020-08-20,13.14,0,0.0
Vilas,2020-08-20,2.71,0,0.0
Waushara,2020-08-20,1.43,0,0.0
Sheboygan,2020-08-20,15.0,0,0.0
Shawano,2020-08-20,2.43,0,0.0
Pierce,2020-08-20,4.71,0,0.0
Racine,2020-08-20,23.43,0,0.0
Price,2020-08-20,0.0,0,0.0
Polk,2020-08-20,1.86,0,0.0
Menominee,2020-08-20,0.43,0,0.0
Jefferson,2020-08-20,16.43,0,0.0
Forest,2020-08-20,0.43,0,0.0
Fond du Lac,2020-08-20,19.14,0,0.0
La Crosse,2020-08-20,10.71,0,0.0
Lafayette,2020-08-20,2.0,0,0.0
Calumet,2020-08-20,8.43,0,0.0
Burnett,2020-08-20,1.14,0,0.0
Adams,2020-08-20,0.86,0,0.0
Chippewa,2020-08-20,4.86,0,0.0
Columbia,2020-08-20,5.14,0,0.0
Crawford,2020-08-20,1.43,0,0.0
Washburn,2020-08-20,0.71,0,0.0
Walworth,2020-08-20,20.71,0,0.0
Trempealeau,2020-08-20,4.43,0,0.0
Marathon,2020-08-20,5.29,0,0.0
Milwaukee,2020-08-20,164.43,1,2.0
Oconto,2020-08-20,8.57,0,0.0
Monroe,2020-08-20,2.14,0,0.0
Portage,2020-08-20,7.14,0,1.0
Eau Claire,2020-08-20,8.0,0,0.0
Florence,2020-08-20,0.71,0,0.0
Grant,2020-08-20,4.0,0,0.0
Kewaunee,2020-08-20,1.71,0,0.0
Lincoln,2020-08-20,0.0,0,0.0
Clark,2020-08-20,2.29,0,0.0
Manitowoc,2020-08-20,9.71,0,0.0
Marquette,2020-08-20,0.29,0,0.0
Rock,2020-08-20,10.43,0,1.0
Waukesha,2020-08-20,73.86,0,2.0
Ashland,2020-08-20,0.0,0,0.0
Washington,2020-08-20,29.86,0,0.0
Ozaukee,2020-08-20,11.0,0,0.0
Richland,2020-08-20,0.57,0,0.0
Pepin,2020-08-20,0.57,0,0.0
Marinette,2020-08-20,9.29,0,0.0
Iowa,2020-08-20,2.29,0,0.0
Kenosha,2020-08-20,17.71,0,0.0
Bayfield,2020-08-20,1.0,0,0.0
Dane,2020-08-20,36.29,0,0.0
Green,2020-08-20,6.29,0,1.0
Green Lake,2020-08-20,1.14,0,0.0
Langlade,2020-08-20,0.86,0,0.0
Jackson,2020-08-20,1.14,0,0.0
Oneida,2020-08-20,2.86,0,0.0
Outagamie,2020-08-20,24.14,1,0.0
Rusk,2020-08-20,0.14,0,0.0
Iron,2020-08-20,3.0,0,0.0
Douglas,2020-08-20,3.14,0,0.0
Dunn,2020-08-20,2.29,0,0.0
Buffalo,2020-08-20,0.86,0,0.0
Brown,2020-08-20,46.14,0,0.0
Door,2020-08-20,2.14,0,0.0
Waupaca,2020-08-20,10.0,0,0.0
St. Croix,2020-08-20,4.86,0,0.0
Barron,2020-08-20,3.86,0,0.0
Taylor,2020-08-20,0.43,0,0.0
Sawyer,2020-08-20,5.86,0,0.0
Juneau,2020-08-20,1.86,0,0.0
Sawyer,2020-08-21,5.57,0,0.0
Taylor,2020-08-21,0.57,1,0.0
Calumet,2020-08-21,7.57,0,0.0
Barron,2020-08-21,4.43,0,0.0
St. Croix,2020-08-21,5.57,0,0.0
Waupaca,2020-08-21,9.0,1,1.0
Brown,2020-08-21,64.29,0,0.0
Buffalo,2020-08-21,0.57,0,0.0
Dunn,2020-08-21,2.29,0,0.0
Douglas,2020-08-21,2.86,0,0.0
Iron,2020-08-21,4.0,0,0.0
Rusk,2020-08-21,0.14,0,0.0
Outagamie,2020-08-21,24.86,0,0.0
Oneida,2020-08-21,2.43,0,1.0
Jackson,2020-08-21,1.29,0,0.0
Langlade,2020-08-21,0.43,0,0.0
Green Lake,2020-08-21,1.86,0,0.0
Green,2020-08-21,5.71,0,0.0
Door,2020-08-21,1.43,0,0.0
Dane,2020-08-21,38.43,0,0.0
