County,Date,avg_pos_cases_per_week,new_deaths,new_deaths_in_2_weeks
Chippewa,2020-10-06,16.71,0,1.0
Clark,2020-10-06,12.43,0,2.0
Dunn,2020-10-06,13.0,0,0.0
Columbia,2020-10-06,38.29,0,0.0
Green,2020-10-06,11.0,0,1.0
Kewaunee,2020-10-06,21.71,0,0.0
Eau Claire,2020-10-06,30.0,1,1.0
Grant,2020-10-06,30.29,0,2.0
Portage,2020-10-06,34.43,2,1.0
Monroe,2020-10-06,19.0,0,1.0
Milwaukee,2020-10-06,264.43,2,2.0
Manitowoc,2020-10-06,53.86,0,1.0
Taylor,2020-10-06,7.43,0,1.0
Trempealeau,2020-10-06,10.86,0,0.0
Washburn,2020-10-06,3.86,0,0.0
Oconto,2020-10-06,47.0,0,0.0
Crawford,2020-10-06,4.71,0,0.0
Calumet,2020-10-06,55.29,0,0.0
Adams,2020-10-06,3.29,0,0.0
La Crosse,2020-10-06,38.71,2,0.0
Juneau,2020-10-06,9.57,0,0.0
Fond du Lac,2020-10-06,57.0,0,2.0
Jefferson,2020-10-06,29.43,0,1.0
Menominee,2020-10-06,6.0,0,0.0
Marquette,2020-10-06,7.71,0,0.0
Pepin,2020-10-06,0.71,0,0.0
Racine,2020-10-06,59.0,0,3.0
Polk,2020-10-06,6.43,0,0.0
Price,2020-10-06,11.14,0,0.0
Pierce,2020-10-06,6.86,0,0.0
Richland,2020-10-06,13.43,0,0.0
Sheboygan,2020-10-06,49.57,0,2.0
Shawano,2020-10-06,50.0,0,1.0
Vilas,2020-10-06,10.43,0,2.0
Walworth,2020-10-06,24.57,0,1.0
Sawyer,2020-10-06,5.57,0,0.0
Vernon,2020-10-06,9.29,0,0.0
Winnebago,2020-10-06,197.0,1,2.0
Wood,2020-10-06,19.29,0,0.0
Wood,2020-10-07,20.14,0,0.0
Winnebago,2020-10-07,204.14,0,0.0
Vernon,2020-10-07,9.71,0,0.0
Sawyer,2020-10-07,5.71,0,0.0
Walworth,2020-10-07,26.43,0,0.0
Vilas,2020-10-07,11.71,0,0.0
Shawano,2020-10-07,48.14,1,2.0
Sheboygan,2020-10-07,47.14,1,0.0
Richland,2020-10-07,13.29,0,0.0
Pierce,2020-10-07,6.86,0,0.0
Polk,2020-10-07,5.71,0,0.0
Racine,2020-10-07,59.29,0,1.0
Pepin,2020-10-07,0.71,0,0.0
Marquette,2020-10-07,8.14,0,0.0
Menominee,2020-10-07,5.71,0,0.0
Jefferson,2020-10-07,30.57,0,0.0
Fond du Lac,2020-10-07,59.71,0,0.0
Juneau,2020-10-07,8.14,0,0.0
La Crosse,2020-10-07,33.71,0,1.0
Adams,2020-10-07,3.29,0,0.0
Calumet,2020-10-07,56.14,0,0.0
Chippewa,2020-10-07,19.57,0,0.0
Crawford,2020-10-07,5.71,0,0.0
Oconto,2020-10-07,51.71,0,1.0
Washburn,2020-10-07,3.86,0,0.0
Trempealeau,2020-10-07,11.14,0,0.0
Taylor,2020-10-07,7.57,0,0.0
Manitowoc,2020-10-07,51.43,0,2.0
Milwaukee,2020-10-07,274.29,0,2.0
Monroe,2020-10-07,16.71,0,0.0
Portage,2020-10-07,32.0,0,1.0
Price,2020-10-07,10.43,0,0.0
Grant,2020-10-07,28.14,0,1.0
Eau Claire,2020-10-07,35.0,0,0.0
Kewaunee,2020-10-07,21.0,0,1.0
Kenosha,2020-10-07,40.86,0,0.0
Columbia,2020-10-07,41.14,0,1.0
Dunn,2020-10-07,13.14,0,0.0
Clark,2020-10-07,11.29,1,1.0
Florence,2020-10-07,2.86,0,0.0
Ashland,2020-10-07,5.57,0,0.0
Rock,2020-10-07,48.71,0,0.0
Washington,2020-10-07,52.57,0,2.0
Marinette,2020-10-07,25.43,0,0.0
Iowa,2020-10-07,7.71,0,0.0
Marathon,2020-10-07,82.14,1,1.0
Ozaukee,2020-10-07,22.43,1,0.0
Outagamie,2020-10-07,145.71,1,1.0
Bayfield,2020-10-07,2.0,0,0.0
Barron,2020-10-07,7.86,0,0.0
Dane,2020-10-07,105.71,0,1.0
Brown,2020-10-07,199.14,1,0.0
Dodge,2020-10-07,53.29,0,1.0
Green Lake,2020-10-07,13.0,0,0.0
Green,2020-10-07,12.0,0,0.0
Jackson,2020-10-07,4.43,0,0.0
Lafayette,2020-10-07,6.29,0,0.0
Langlade,2020-10-07,17.29,0,0.0
Lincoln,2020-10-07,16.14,1,0.0
Rusk,2020-10-07,2.71,0,0.0
Oneida,2020-10-07,21.0,0,0.0
Iron,2020-10-07,1.0,0,0.0
Douglas,2020-10-07,9.71,0,0.0
Buffalo,2020-10-07,2.43,0,0.0
Door,2020-10-07,11.71,0,0.0
Forest,2020-10-07,8.29,0,0.0
Waukesha,2020-10-07,125.57,2,2.0
Sauk,2020-10-07,25.0,1,0.0
St. Croix,2020-10-07,22.14,0,0.0
Waupaca,2020-10-07,43.14,0,0.0
Burnett,2020-10-07,5.0,0,0.0
Waushara,2020-10-07,16.0,0,0.0
Waushara,2020-10-08,20.43,0,1.0
Burnett,2020-10-08,4.57,0,0.0
Waupaca,2020-10-08,42.43,0,1.0
St. Croix,2020-10-08,21.86,0,1.0
Sauk,2020-10-08,22.57,0,0.0
Waukesha,2020-10-08,131.14,1,2.0
Forest,2020-10-08,5.57,0,0.0
Door,2020-10-08,13.86,0,0.0
Buffalo,2020-10-08,2.43,0,0.0
Brown,2020-10-08,198.14,1,2.0
Douglas,2020-10-08,11.43,0,0.0
Iron,2020-10-08,0.86,0,1.0
Oneida,2020-10-08,20.29,0,0.0
Rusk,2020-10-08,2.57,0,0.0
Lincoln,2020-10-08,16.0,0,1.0
Langlade,2020-10-08,21.0,0,1.0
Jackson,2020-10-08,4.86,0,0.0
Green,2020-10-08,12.43,0,0.0
Green Lake,2020-10-08,13.57,1,0.0
Dodge,2020-10-08,50.14,0,0.0
Dane,2020-10-08,119.14,0,0.0
Barron,2020-10-08,10.29,0,0.0
Bayfield,2020-10-08,2.57,0,0.0
Outagamie,2020-10-08,145.0,1,4.0
Ozaukee,2020-10-08,22.86,0,0.0
Pepin,2020-10-08,1.14,0,0.0
Marathon,2020-10-08,91.57,3,6.0
Iowa,2020-10-08,7.71,0,0.0
Marinette,2020-10-08,22.86,0,0.0
Washington,2020-10-08,50.71,0,0.0
Rock,2020-10-08,55.57,0,2.0
Ashland,2020-10-08,5.57,0,0.0
Clark,2020-10-08,12.0,0,1.0
Dunn,2020-10-08,12.29,0,0.0
Columbia,2020-10-08,40.57,0,0.0
Kenosha,2020-10-08,40.14,0,0.0
Kewaunee,2020-10-08,20.29,0,0.0
Eau Claire,2020-10-08,35.14,0,0.0
Grant,2020-10-08,26.86,0,0.0
Price,2020-10-08,9.86,0,1.0
Portage,2020-10-08,31.86,1,1.0
Monroe,2020-10-08,17.86,0,0.0
Milwaukee,2020-10-08,275.86,0,5.0
Manitowoc,2020-10-08,53.71,0,0.0
Taylor,2020-10-08,7.0,0,0.0
Trempealeau,2020-10-08,9.57,0,0.0
Washburn,2020-10-08,3.29,0,0.0
Oconto,2020-10-08,51.29,0,4.0
Florence,2020-10-08,2.57,0,0.0
Crawford,2020-10-08,6.0,0,0.0
Chippewa,2020-10-08,21.86,0,3.0
Calumet,2020-10-08,53.29,0,0.0
Adams,2020-10-08,3.29,0,0.0
La Crosse,2020-10-08,34.57,0,0.0
Lafayette,2020-10-08,7.14,0,0.0
Juneau,2020-10-08,9.14,0,0.0
Fond du Lac,2020-10-08,57.57,1,0.0
Jefferson,2020-10-08,32.43,0,0.0
Marquette,2020-10-08,9.14,0,0.0
Menominee,2020-10-08,6.0,0,0.0
Racine,2020-10-08,55.14,1,1.0
Polk,2020-10-08,5.86,0,0.0
Pierce,2020-10-08,8.86,0,0.0
Richland,2020-10-08,12.29,0,0.0
Sheboygan,2020-10-08,57.86,0,1.0
Shawano,2020-10-08,48.14,1,1.0
Vilas,2020-10-08,11.57,0,1.0
Walworth,2020-10-08,23.0,1,1.0
Sawyer,2020-10-08,6.0,0,0.0
Vernon,2020-10-08,10.29,0,1.0
Winnebago,2020-10-08,197.0,2,2.0
Wood,2020-10-08,22.86,0,0.0
Wood,2020-10-09,24.86,0,1.0
Winnebago,2020-10-09,188.57,1,0.0
Vernon,2020-10-09,12.14,0,0.0
Sawyer,2020-10-09,6.14,0,1.0
Walworth,2020-10-09,22.71,0,0.0
Vilas,2020-10-09,10.43,0,0.0
Shawano,2020-10-09,45.57,0,1.0
Sheboygan,2020-10-09,51.29,0,0.0
Richland,2020-10-09,12.29,0,2.0
Pierce,2020-10-09,8.57,0,0.0
Polk,2020-10-09,6.29,0,0.0
Racine,2020-10-09,51.0,0,0.0
Menominee,2020-10-09,7.14,0,0.0
Marquette,2020-10-09,8.86,1,0.0
Jefferson,2020-10-09,34.14,0,1.0
Fond du Lac,2020-10-09,57.43,0,0.0
Juneau,2020-10-09,9.86,0,0.0
Lafayette,2020-10-09,6.86,0,0.0
La Crosse,2020-10-09,32.71,2,3.0
Adams,2020-10-09,3.71,0,0.0
Calumet,2020-10-09,49.14,1,0.0
Chippewa,2020-10-09,22.57,0,2.0
Crawford,2020-10-09,6.43,0,0.0
Florence,2020-10-09,2.71,0,0.0
Washburn,2020-10-09,3.14,0,0.0
Trempealeau,2020-10-09,9.71,0,0.0
Taylor,2020-10-09,7.29,0,0.0
Manitowoc,2020-10-09,52.29,0,1.0
Milwaukee,2020-10-09,274.71,1,3.0
Monroe,2020-10-09,18.29,0,0.0
Portage,2020-10-09,27.86,1,0.0
Price,2020-10-09,9.14,0,0.0
Grant,2020-10-09,32.14,0,1.0
Eau Claire,2020-10-09,33.86,0,0.0
Kewaunee,2020-10-09,15.71,1,0.0
Kenosha,2020-10-09,38.14,0,1.0
Columbia,2020-10-09,38.43,0,0.0
Dunn,2020-10-09,13.14,0,0.0
Clark,2020-10-09,10.0,0,0.0
Ashland,2020-10-09,5.29,0,0.0
Rock,2020-10-09,60.71,2,1.0
Washington,2020-10-09,53.57,0,0.0
Marinette,2020-10-09,24.86,0,0.0
Iowa,2020-10-09,8.86,0,0.0
Marathon,2020-10-09,93.29,3,0.0
Pepin,2020-10-09,1.29,0,0.0
Ozaukee,2020-10-09,27.29,0,0.0
Outagamie,2020-10-09,147.43,0,1.0
Bayfield,2020-10-09,3.57,0,0.0
Barron,2020-10-09,12.0,0,0.0
Dane,2020-10-09,129.71,0,0.0
Dodge,2020-10-09,52.0,0,3.0
Green Lake,2020-10-09,14.29,0,0.0
Green,2020-10-09,12.29,0,0.0
Door,2020-10-09,12.0,0,1.0
Jackson,2020-10-09,4.71,0,0.0
Langlade,2020-10-09,21.71,0,0.0
Lincoln,2020-10-09,15.57,0,1.0
Rusk,2020-10-09,3.0,0,0.0
Oneida,2020-10-09,20.86,1,1.0
Oconto,2020-10-09,46.43,0,0.0
Iron,2020-10-09,0.57,0,0.0
Douglas,2020-10-09,11.43,0,0.0
Brown,2020-10-09,190.71,1,0.0
Buffalo,2020-10-09,2.43,0,0.0
Forest,2020-10-09,4.71,0,0.0
Waukesha,2020-10-09,130.57,0,0.0
Sauk,2020-10-09,25.0,1,0.0
St. Croix,2020-10-09,20.71,0,1.0
Waupaca,2020-10-09,42.29,1,1.0
Burnett,2020-10-09,3.71,0,0.0
Waushara,2020-10-09,19.43,0,0.0
Waushara,2020-10-10,20.86,0,0.0
Burnett,2020-10-10,4.14,0,0.0
Waupaca,2020-10-10,42.0,0,1.0
St. Croix,2020-10-10,23.43,0,0.0
Sauk,2020-10-10,28.43,0,0.0
Waukesha,2020-10-10,128.86,0,0.0
Forest,2020-10-10,4.57,0,0.0
Buffalo,2020-10-10,2.0,0,0.0
Brown,2020-10-10,195.0,0,0.0
Douglas,2020-10-10,11.43,0,0.0
Iron,2020-10-10,0.86,0,0.0
Oconto,2020-10-10,47.86,0,0.0
Oneida,2020-10-10,22.43,0,3.0
Rusk,2020-10-10,3.71,0,0.0
Lincoln,2020-10-10,16.14,0,0.0
Langlade,2020-10-10,23.86,0,0.0
Jackson,2020-10-10,4.71,0,0.0
Door,2020-10-10,12.71,0,0.0
Green,2020-10-10,12.57,0,0.0
Green Lake,2020-10-10,17.43,0,0.0
Dodge,2020-10-10,56.86,0,0.0
Dane,2020-10-10,136.0,0,0.0
Barron,2020-10-10,13.86,0,0.0
Bayfield,2020-10-10,3.57,0,0.0
Outagamie,2020-10-10,158.43,0,0.0
Ozaukee,2020-10-10,28.43,0,0.0
Pepin,2020-10-10,1.29,0,0.0
Marathon,2020-10-10,101.14,0,2.0
Marinette,2020-10-10,26.0,0,0.0
Washington,2020-10-10,58.57,0,0.0
Iowa,2020-10-10,8.71,0,0.0
Rock,2020-10-10,71.57,0,0.0
Ashland,2020-10-10,5.29,0,0.0
Clark,2020-10-10,11.29,0,0.0
Dunn,2020-10-10,13.57,0,0.0
Columbia,2020-10-10,40.14,0,0.0
Kenosha,2020-10-10,38.57,0,0.0
Kewaunee,2020-10-10,17.86,0,0.0
Eau Claire,2020-10-10,37.86,0,0.0
Grant,2020-10-10,28.43,0,0.0
Price,2020-10-10,9.0,0,0.0
Portage,2020-10-10,30.14,0,0.0
Monroe,2020-10-10,16.29,0,0.0
Milwaukee,2020-10-10,292.14,0,2.0
Manitowoc,2020-10-10,54.86,1,0.0
Taylor,2020-10-10,7.14,0,0.0
Trempealeau,2020-10-10,9.43,0,0.0
Washburn,2020-10-10,3.0,0,0.0
Florence,2020-10-10,3.43,1,0.0
Crawford,2020-10-10,6.0,0,0.0
Chippewa,2020-10-10,24.86,0,0.0
Calumet,2020-10-10,52.0,2,0.0
Adams,2020-10-10,4.86,0,0.0
La Crosse,2020-10-10,34.57,0,0.0
Lafayette,2020-10-10,7.0,0,0.0
Juneau,2020-10-10,10.86,0,0.0
Fond du Lac,2020-10-10,64.43,0,0.0
Jefferson,2020-10-10,32.0,0,0.0
Marquette,2020-10-10,9.29,0,0.0
Menominee,2020-10-10,7.0,0,0.0
Racine,2020-10-10,51.86,1,0.0
Polk,2020-10-10,7.57,0,0.0
Pierce,2020-10-10,8.71,0,0.0
Richland,2020-10-10,12.0,0,0.0
Sheboygan,2020-10-10,54.71,0,0.0
Shawano,2020-10-10,45.86,0,0.0
Vilas,2020-10-10,8.43,0,0.0
Walworth,2020-10-10,20.71,0,0.0
Sawyer,2020-10-10,5.71,0,0.0
Vernon,2020-10-10,12.29,0,0.0
Winnebago,2020-10-10,187.14,1,1.0
Wood,2020-10-10,25.86,0,0.0
Wood,2020-10-11,26.14,0,0.0
Winnebago,2020-10-11,168.57,3,0.0
Sawyer,2020-10-11,5.0,0,1.0
Walworth,2020-10-11,20.86,0,0.0
Vilas,2020-10-11,7.57,1,0.0
Vernon,2020-10-11,12.29,0,0.0
Shawano,2020-10-11,45.0,0,0.0
Sheboygan,2020-10-11,56.71,0,0.0
Richland,2020-10-11,10.0,0,0.0
Pierce,2020-10-11,8.29,0,0.0
Polk,2020-10-11,7.43,0,0.0
Racine,2020-10-11,54.86,0,0.0
Menominee,2020-10-11,6.71,0,0.0
Marquette,2020-10-11,10.43,0,0.0
Jefferson,2020-10-11,33.43,0,0.0
Fond du Lac,2020-10-11,74.57,0,0.0
Forest,2020-10-11,4.86,1,0.0
Juneau,2020-10-11,11.43,0,0.0
Lafayette,2020-10-11,8.0,0,0.0
La Crosse,2020-10-11,33.43,0,0.0
Adams,2020-10-11,6.0,0,0.0
Calumet,2020-10-11,51.57,1,0.0
Chippewa,2020-10-11,26.43,0,1.0
Crawford,2020-10-11,5.57,0,0.0
Florence,2020-10-11,3.29,0,0.0
Washburn,2020-10-11,2.57,0,0.0
Trempealeau,2020-10-11,9.0,0,0.0
Taylor,2020-10-11,7.29,0,0.0
Manitowoc,2020-10-11,56.0,0,0.0
Milwaukee,2020-10-11,316.86,0,2.0
Portage,2020-10-11,33.29,0,0.0
Price,2020-10-11,10.14,0,0.0
Grant,2020-10-11,28.57,0,0.0
Eau Claire,2020-10-11,35.29,0,0.0
Kewaunee,2020-10-11,17.29,0,0.0
Kenosha,2020-10-11,37.57,0,0.0
Columbia,2020-10-11,42.14,0,0.0
Dunn,2020-10-11,13.86,0,0.0
Clark,2020-10-11,11.86,0,0.0
Ashland,2020-10-11,5.14,0,0.0
Monroe,2020-10-11,17.86,0,0.0
Rock,2020-10-11,81.57,0,0.0
Iowa,2020-10-11,9.57,0,0.0
Washington,2020-10-11,60.14,0,0.0
Marinette,2020-10-11,25.43,0,0.0
Marathon,2020-10-11,105.86,0,5.0
Pepin,2020-10-11,1.29,0,0.0
Ozaukee,2020-10-11,27.71,0,0.0
Outagamie,2020-10-11,146.0,0,1.0
Bayfield,2020-10-11,3.29,0,0.0
Barron,2020-10-11,16.0,0,0.0
Dane,2020-10-11,152.57,0,0.0
Dodge,2020-10-11,63.71,0,0.0
Green Lake,2020-10-11,18.71,1,0.0
Green,2020-10-11,13.43,0,0.0
Door,2020-10-11,12.0,0,0.0
Jackson,2020-10-11,4.57,0,0.0
Langlade,2020-10-11,25.57,0,0.0
Lincoln,2020-10-11,15.14,0,0.0
Rusk,2020-10-11,3.71,0,0.0
Oneida,2020-10-11,20.43,0,0.0
Oconto,2020-10-11,49.43,0,0.0
Iron,2020-10-11,0.57,0,0.0
Douglas,2020-10-11,10.86,0,0.0
Brown,2020-10-11,191.0,0,0.0
Buffalo,2020-10-11,2.43,0,0.0
Burnett,2020-10-11,3.86,0,0.0
St. Croix,2020-10-11,24.57,0,0.0
Waukesha,2020-10-11,124.29,1,1.0
Sauk,2020-10-11,30.43,0,0.0
Waupaca,2020-10-11,43.43,1,0.0
Waushara,2020-10-11,21.57,0,0.0
Waushara,2020-10-12,22.57,0,0.0
Waupaca,2020-10-12,43.29,1,0.0
Sauk,2020-10-12,29.43,0,0.0
Waukesha,2020-10-12,169.0,0,6.0
St. Croix,2020-10-12,25.57,0,0.0
Burnett,2020-10-12,3.57,0,0.0
Buffalo,2020-10-12,2.71,0,0.0
Brown,2020-10-12,209.29,2,5.0
Douglas,2020-10-12,11.57,1,0.0
Iron,2020-10-12,1.0,0,2.0
Oconto,2020-10-12,47.57,0,1.0
Oneida,2020-10-12,21.71,0,1.0
Rusk,2020-10-12,3.43,0,0.0
Lincoln,2020-10-12,14.43,0,3.0
Langlade,2020-10-12,28.71,2,1.0
Jackson,2020-10-12,5.29,0,0.0
Door,2020-10-12,14.57,0,0.0
Green,2020-10-12,14.14,0,0.0
Dodge,2020-10-12,68.43,0,0.0
Dane,2020-10-12,145.29,1,0.0
Bayfield,2020-10-12,3.71,0,1.0
Ozaukee,2020-10-12,28.29,0,2.0
Outagamie,2020-10-12,153.71,6,9.0
Pepin,2020-10-12,1.29,0,0.0
Marathon,2020-10-12,103.0,1,0.0
Marinette,2020-10-12,27.57,0,1.0
Washington,2020-10-12,66.43,2,0.0
Iowa,2020-10-12,9.57,0,0.0
Rock,2020-10-12,86.0,0,3.0
Monroe,2020-10-12,18.14,0,0.0
Ashland,2020-10-12,6.14,1,0.0
Barron,2020-10-12,17.0,0,0.0
Clark,2020-10-12,11.71,0,0.0
Dunn,2020-10-12,13.29,0,0.0
Columbia,2020-10-12,45.0,0,0.0
Kenosha,2020-10-12,41.57,0,0.0
Kewaunee,2020-10-12,15.57,1,1.0
Eau Claire,2020-10-12,38.57,1,1.0
Grant,2020-10-12,30.29,1,1.0
Price,2020-10-12,8.57,0,1.0
Portage,2020-10-12,34.0,0,2.0
Milwaukee,2020-10-12,344.57,2,7.0
Manitowoc,2020-10-12,63.71,0,1.0
Taylor,2020-10-12,7.71,2,0.0
Trempealeau,2020-10-12,8.86,0,0.0
Washburn,2020-10-12,3.0,0,0.0
Florence,2020-10-12,3.71,1,0.0
Crawford,2020-10-12,7.14,0,0.0
Chippewa,2020-10-12,27.43,1,0.0
Calumet,2020-10-12,58.71,0,0.0
Adams,2020-10-12,6.43,0,0.0
Racine,2020-10-12,61.0,0,5.0
La Crosse,2020-10-12,33.0,1,0.0
Lafayette,2020-10-12,8.43,0,0.0
Juneau,2020-10-12,10.71,0,0.0
Forest,2020-10-12,4.86,1,0.0
Fond du Lac,2020-10-12,82.14,1,1.0
Jefferson,2020-10-12,39.71,1,1.0
Marquette,2020-10-12,13.0,0,0.0
Menominee,2020-10-12,6.43,0,0.0
Polk,2020-10-12,8.14,0,1.0
Pierce,2020-10-12,9.29,0,0.0
Richland,2020-10-12,12.86,2,0.0
Sheboygan,2020-10-12,51.43,0,2.0
Vernon,2020-10-12,11.43,1,0.0
Vilas,2020-10-12,8.0,0,0.0
Walworth,2020-10-12,23.71,0,1.0
Sawyer,2020-10-12,4.57,0,0.0
Green Lake,2020-10-12,19.86,0,1.0
Shawano,2020-10-12,45.86,0,5.0
Winnebago,2020-10-12,176.71,0,5.0
Wood,2020-10-12,27.71,1,1.0
Wood,2020-10-13,29.14,0,0.0
Winnebago,2020-10-13,171.29,1,3.0
Shawano,2020-10-13,51.86,1,1.0
Green Lake,2020-10-13,21.0,0,0.0
Sawyer,2020-10-13,4.43,0,0.0
Walworth,2020-10-13,24.57,0,0.0
Vilas,2020-10-13,9.57,1,1.0
Vernon,2020-10-13,11.43,0,0.0
Sheboygan,2020-10-13,58.29,0,0.0
Richland,2020-10-13,12.43,0,0.0
Polk,2020-10-13,9.57,0,0.0
Pierce,2020-10-13,8.57,0,0.0
Menominee,2020-10-13,7.57,0,0.0
Milwaukee,2020-10-13,389.14,2,2.0
Marquette,2020-10-13,14.29,0,0.0
Jefferson,2020-10-13,47.86,0,3.0
Fond du Lac,2020-10-13,77.86,0,0.0
Forest,2020-10-13,6.0,0,1.0
Juneau,2020-10-13,11.43,1,0.0
Lafayette,2020-10-13,8.86,0,0.0
La Crosse,2020-10-13,29.0,0,1.0
Racine,2020-10-13,76.71,1,1.0
Adams,2020-10-13,8.0,0,0.0
Calumet,2020-10-13,55.0,0,0.0
Chippewa,2020-10-13,27.14,0,2.0
Crawford,2020-10-13,7.14,0,1.0
Dane,2020-10-13,159.0,2,1.0
Florence,2020-10-13,3.43,0,0.0
Washburn,2020-10-13,2.86,0,0.0
Trempealeau,2020-10-13,9.86,0,0.0
Taylor,2020-10-13,8.14,0,0.0
Manitowoc,2020-10-13,60.71,2,0.0
Portage,2020-10-13,36.86,0,0.0
Price,2020-10-13,8.71,0,0.0
Grant,2020-10-13,31.43,3,2.0
Eau Claire,2020-10-13,37.57,0,0.0
Kewaunee,2020-10-13,15.0,0,0.0
Kenosha,2020-10-13,48.0,1,4.0
Columbia,2020-10-13,41.43,1,1.0
Dunn,2020-10-13,13.43,0,0.0
Clark,2020-10-13,12.14,0,1.0
Barron,2020-10-13,20.29,0,1.0
Ashland,2020-10-13,5.57,0,0.0
Monroe,2020-10-13,16.43,0,1.0
Rock,2020-10-13,85.71,1,0.0
Iowa,2020-10-13,11.0,0,0.0
Washington,2020-10-13,70.43,1,0.0
Marinette,2020-10-13,26.43,0,1.0
Marathon,2020-10-13,121.43,0,1.0
Pepin,2020-10-13,1.14,0,0.0
Outagamie,2020-10-13,155.0,3,3.0
Ozaukee,2020-10-13,27.86,0,1.0
Bayfield,2020-10-13,4.29,0,0.0
Dodge,2020-10-13,71.29,1,1.0
Green,2020-10-13,15.86,0,0.0
Door,2020-10-13,17.14,0,1.0
Langlade,2020-10-13,32.0,0,0.0
Lincoln,2020-10-13,13.86,1,1.0
Rusk,2020-10-13,3.43,0,0.0
Oneida,2020-10-13,22.29,0,0.0
Oconto,2020-10-13,47.43,2,2.0
Iron,2020-10-13,2.14,0,0.0
Jackson,2020-10-13,5.14,0,0.0
Douglas,2020-10-13,11.86,0,0.0
Brown,2020-10-13,199.57,1,4.0
Buffalo,2020-10-13,3.57,0,0.0
Burnett,2020-10-13,2.86,0,0.0
St. Croix,2020-10-13,29.86,0,0.0
Waukesha,2020-10-13,171.86,0,2.0
Sauk,2020-10-13,32.43,0,0.0
Waupaca,2020-10-13,45.29,2,2.0
Waushara,2020-10-13,21.86,0,0.0
Waushara,2020-10-14,26.29,0,0.0
Waupaca,2020-10-14,45.14,2,8.0
Sauk,2020-10-14,33.43,0,0.0
Waukesha,2020-10-14,170.43,1,1.0
St. Croix,2020-10-14,31.57,0,0.0
Burnett,2020-10-14,2.71,2,0.0
Buffalo,2020-10-14,4.0,0,0.0
Brown,2020-10-14,195.0,3,7.0
Douglas,2020-10-14,9.43,0,0.0
Jackson,2020-10-14,7.0,0,0.0
Iron,2020-10-14,2.14,0,0.0
Oconto,2020-10-14,38.86,0,1.0
Oneida,2020-10-14,24.71,0,1.0
Rusk,2020-10-14,3.14,0,0.0
Lincoln,2020-10-14,15.71,0,0.0
Langlade,2020-10-14,33.14,0,2.0
Door,2020-10-14,16.14,0,1.0
Green,2020-10-14,16.43,0,0.0
Dodge,2020-10-14,67.14,0,1.0
Bayfield,2020-10-14,4.86,0,0.0
Ozaukee,2020-10-14,35.29,0,0.0
Outagamie,2020-10-14,154.43,1,2.0
Pepin,2020-10-14,1.71,0,0.0
Marinette,2020-10-14,26.43,0,1.0
Washington,2020-10-14,78.86,0,0.0
Iowa,2020-10-14,12.14,1,0.0
Rock,2020-10-14,90.86,0,2.0
Monroe,2020-10-14,20.43,0,1.0
Barron,2020-10-14,20.86,0,0.0
Ashland,2020-10-14,5.29,0,0.0
Clark,2020-10-14,14.14,0,0.0
Chippewa,2020-10-14,26.0,1,6.0
Dunn,2020-10-14,11.29,0,0.0
Columbia,2020-10-14,41.0,0,1.0
Kewaunee,2020-10-14,13.71,0,0.0
Eau Claire,2020-10-14,35.57,0,4.0
Grant,2020-10-14,34.71,0,0.0
Portage,2020-10-14,43.14,1,0.0
Manitowoc,2020-10-14,61.71,0,6.0
Marathon,2020-10-14,126.86,0,0.0
Taylor,2020-10-14,9.71,0,0.0
Trempealeau,2020-10-14,8.0,0,1.0
Washburn,2020-10-14,3.43,0,0.0
Florence,2020-10-14,4.29,0,1.0
Dane,2020-10-14,174.57,1,0.0
Crawford,2020-10-14,6.29,0,0.0
Calumet,2020-10-14,53.86,0,1.0
Adams,2020-10-14,8.14,0,0.0
Racine,2020-10-14,84.14,0,0.0
La Crosse,2020-10-14,31.43,0,0.0
Lafayette,2020-10-14,8.43,1,0.0
Juneau,2020-10-14,11.57,0,0.0
Kenosha,2020-10-14,47.43,0,3.0
Forest,2020-10-14,5.29,1,0.0
Fond du Lac,2020-10-14,80.86,0,0.0
Jefferson,2020-10-14,51.29,0,1.0
Marquette,2020-10-14,14.86,0,0.0
Milwaukee,2020-10-14,400.29,0,3.0
Menominee,2020-10-14,7.86,0,0.0
Pierce,2020-10-14,9.29,0,0.0
Polk,2020-10-14,10.71,0,0.0
Richland,2020-10-14,12.29,0,0.0
Sheboygan,2020-10-14,68.0,0,1.0
Vernon,2020-10-14,10.57,0,0.0
Vilas,2020-10-14,10.43,0,0.0
Walworth,2020-10-14,26.14,0,0.0
Sawyer,2020-10-14,5.0,0,0.0
Green Lake,2020-10-14,21.71,0,0.0
Shawano,2020-10-14,51.86,0,1.0
Winnebago,2020-10-14,171.43,2,1.0
Wood,2020-10-14,31.57,1,0.0
Price,2020-10-14,9.86,0,1.0
Price,2020-10-15,9.29,0,0.0
Wood,2020-10-15,29.14,0,1.0
Winnebago,2020-10-15,181.43,1,3.0
Shawano,2020-10-15,52.71,0,1.0
Green Lake,2020-10-15,22.43,0,1.0
Sawyer,2020-10-15,6.57,0,1.0
Walworth,2020-10-15,29.86,0,1.0
Vilas,2020-10-15,10.86,0,0.0
Vernon,2020-10-15,11.43,0,0.0
Sheboygan,2020-10-15,70.71,0,2.0
Taylor,2020-10-15,9.57,0,0.0
Richland,2020-10-15,12.43,0,1.0
Polk,2020-10-15,11.43,0,0.0
Pierce,2020-10-15,10.29,0,0.0
Menominee,2020-10-15,8.86,0,0.0
